x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
120,640,0,0.152822,323.188,0.588,0.224,2276.07
240,800,1,0.155128,375.703,0.668,0.204,2109.47
120,160,2,0.100545,142.246,0.516,0.036,1272.52
320,440,3,0.159701,318.366,0.684,0.224,2628.24
640,320,4,0.116622,192.103,0.576,0.072,452.823
280,360,5,0.153792,305.412,0.624,0.216,2287.61
120,920,6,0.124211,201.967,0.58,0.092,639.942
840,640,7,0.104271,163.03,0.468,0.048,758.776
680,200,8,0.0961814,154.702,0.468,0.044,269.866
360,800,9,0.164795,364.689,0.704,0.216,2067.18
80,760,10,0.139456,240.544,0.592,0.148,1641.51
600,400,11,0.137759,249.659,0.584,0.108,2037.61
600,480,12,0.145094,295.131,0.608,0.168,2692.54
480,520,13,0.165743,361.778,0.716,0.236,3277.75
320,200,14,0.120698,209.872,0.548,0.068,2056.13
760,240,15,0.0888953,120.351,0.496,0.068,250.365
840,200,16,0.0714418,85.298,0.32,0.052,178.491
640,480,17,0.136044,261.001,0.592,0.14,2498.3
640,280,18,0.112686,188.134,0.516,0.072,327.13
40,680,19,0.137302,295.736,0.596,0.136,1454.18
400,600,20,0.168128,391.103,0.692,0.272,3297.33
920,360,21,0.0737264,89.3879,0.376,0.064,158.827
720,360,22,0.109344,166.057,0.54,0.072,342.756
360,400,23,0.162481,342.511,0.692,0.192,3370.26
720,640,24,0.124889,213.011,0.564,0.108,1402.11
960,640,25,0.074623,87.6598,0.408,0.056,177.606
360,280,26,0.137097,238.916,0.616,0.132,2512.68
800,840,27,0.0970001,137.309,0.46,0.056,452.538
560,440,28,0.147555,276.576,0.636,0.176,2520.62
400,880,29,0.141904,275.337,0.612,0.164,1420.98
920,280,30,0.0623995,53.7302,0.212,0.052,139.569
880,600,31,0.0910538,131.098,0.436,0.048,198.766
560,760,32,0.147899,272.857,0.636,0.184,1849.48
480,40,33,0.0853237,121.515,0.42,0.044,175.75
760,280,34,0.0940003,128.377,0.416,0.06,334.48
920,520,35,0.0821289,93.1036,0.408,0.028,184.908
560,200,36,0.107715,189.094,0.48,0.056,299.764
560,720,37,0.152855,285.783,0.736,0.22,2425.84
720,600,38,0.125303,222.111,0.616,0.096,1699.7
920,800,39,0.0747273,82.4399,0.36,0.044,171.342
840,720,40,0.0974174,154.421,0.48,0.044,779.107
600,720,41,0.146624,292.303,0.624,0.184,1769.64
120,440,42,0.151498,300.079,0.664,0.176,2033.72
560,840,43,0.139716,268.561,0.644,0.144,1723.31
880,720,44,0.091642,125.77,0.472,0.048,437.322
840,240,45,0.0755439,83.5029,0.4,0.044,209.915
480,760,46,0.158124,317.485,0.692,0.188,2414.01
880,120,47,0.0544341,51.7278,0.192,0.06,51.8178
160,560,48,0.159028,324.287,0.704,0.204,2128.61
960,80,49,0.0538509,48.7615,0.212,0.052,98.1506
880,440,50,0.0879842,112.942,0.424,0.052,298.79
800,560,51,0.109621,177.34,0.564,0.072,360.565
160,160,52,0.0998371,143.366,0.5,0.064,1189.68
80,200,53,0.101711,148.207,0.508,0.052,1073.01
480,880,54,0.141468,288.458,0.636,0.16,1613.58
160,880,55,0.133153,244.619,0.608,0.156,1049.66
200,800,56,0.149394,283.838,0.644,0.168,1486.54
520,920,57,0.126328,220.993,0.512,0.108,1049.29
600,40,58,0.0750387,86.4769,0.384,0.048,173.608
800,760,59,0.101138,143.497,0.524,0.048,652.74
440,160,60,0.108681,187.175,0.496,0.064,1531.99
640,760,61,0.136919,247.62,0.648,0.148,1921.76
40,840,62,0.121063,198.6,0.484,0.116,739.926
960,400,63,0.0694403,73.9219,0.316,0.044,153.155
440,440,64,0.165944,338.061,0.752,0.228,3253.69
440,240,65,0.127453,206.041,0.548,0.096,1784.06
680,360,66,0.118812,187.397,0.552,0.092,411.376
200,240,67,0.120086,199.783,0.536,0.096,1659.54
960,160,68,0.0561959,52.1782,0.212,0.06,114.948
760,560,69,0.11483,180.383,0.516,0.072,1544.17
80,600,70,0.144034,302.544,0.6,0.204,2038.37
600,840,71,0.131778,233.07,0.596,0.12,1427.2
200,40,72,0.083602,104.791,0.448,0.048,636.573
680,240,73,0.101542,148.287,0.488,0.052,337.721
600,640,74,0.151417,310.712,0.592,0.204,2417.56
720,880,75,0.108049,157.389,0.548,0.06,775.889
400,400,76,0.15473,338.313,0.668,0.24,2574.49
400,720,77,0.162951,320.486,0.696,0.252,2581.71
480,480,78,0.161085,345.084,0.712,0.224,3178.54
280,840,79,0.151951,294.725,0.652,0.196,1543.29
200,640,80,0.163763,313.509,0.74,0.2,2813
400,760,81,0.162944,354.485,0.728,0.228,2676.09
160,120,82,0.0975396,136.243,0.456,0.04,1263.04
600,600,83,0.14965,295.651,0.628,0.212,2125.45
