x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
320,520,0,0.166988,370.416,0.708,0.276,2594.59
520,440,1,0.152178,332.496,0.632,0.212,2729.29
120,840,2,0.13616,255.58,0.644,0.164,1180.97
200,640,3,0.161685,292.293,0.692,0.212,2523.81
560,280,4,0.120494,207.082,0.592,0.172,2107.07
440,40,5,0.084014,96.3892,0.448,0.08,204.381
960,720,6,0.0713814,72.6045,0.304,0.08,195.68
280,240,7,0.128047,226.931,0.584,0.124,1582.27
360,960,8,0.130252,218.871,0.584,0.164,791.052
200,440,9,0.154177,333.996,0.716,0.22,2942.02
