x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
720,360,0,0.111074,181.26,0.536,0.032,360.993
80,240,1,0.108257,152.658,0.528,0.036,1502.99
240,720,2,0.159678,319.117,0.704,0.248,2569.82
880,760,3,0.0898142,115.611,0.46,0.008,452.072
240,800,4,0.156871,393.287,0.72,0.196,2234.26
600,240,5,0.112756,176.577,0.58,0.032,376.355
520,720,6,0.157108,339.169,0.732,0.212,2668.87
960,920,7,0.0595937,58.2563,0.14,0.008,101.093
320,160,8,0.112005,173.592,0.56,0.036,1804.13
600,40,9,0.0746649,92.083,0.308,0.004,178.321
