x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
360,120,0,0.104494,154.676,0.548,0.004,1503.51
800,360,1,0.097591,133.717,0.5,0.008,297.705
320,200,2,0.117442,196.516,0.54,0.048,1929.65
640,760,3,0.135649,243.848,0.596,0.1,1731.76
40,120,4,0.0836937,95.2156,0.444,0.016,703.027
920,800,5,0.0772159,90.002,0.368,0.016,181.62
80,280,6,0.115692,232.193,0.58,0.048,1677.25
800,400,7,0.10036,148.728,0.488,0.004,305.958
480,800,8,0.155781,329.738,0.7,0.172,2301.57
880,680,9,0.0943872,126.563,0.492,0.008,286.696
