x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
40,840,0,0.121063,198.6,0.484,0.116,739.926
240,920,1,0.133549,225.406,0.592,0.136,980.083
440,760,2,0.158949,336.66,0.64,0.236,2023.37
520,160,3,0.100939,148.298,0.528,0.032,276.762
400,880,4,0.141904,275.337,0.612,0.164,1420.98
560,760,5,0.147899,272.857,0.636,0.184,1849.48
960,160,6,0.0561959,52.1782,0.212,0.06,114.948
960,920,7,0.0593423,58.8829,0.236,0.056,95.7589
800,600,8,0.109365,156.892,0.496,0.08,1096.66
600,720,9,0.146624,292.303,0.624,0.184,1769.64
