x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
760,160,0,0.0773985,84.8929,0.42,0.088,236.651
440,720,1,0.166803,355.233,0.672,0.212,2052.34
320,560,2,0.170079,361.742,0.688,0.276,3401.55
680,840,3,0.116441,194.401,0.544,0.124,1156.4
280,880,4,0.143088,268.073,0.612,0.188,1753.05
80,840,5,0.127319,214.953,0.568,0.14,1211.84
640,120,6,0.0867523,102.503,0.408,0.084,219.642
800,400,7,0.100433,144.651,0.54,0.1,309.677
880,480,8,0.0919712,123.325,0.528,0.092,200.791
680,520,9,0.134709,248.954,0.592,0.176,1964.39
360,960,10,0.130252,218.871,0.584,0.164,791.052
720,920,11,0.0979869,129.917,0.492,0.088,605.017
120,320,12,0.128897,227.812,0.564,0.148,1701.99
760,760,13,0.112886,182.238,0.576,0.108,884.253
680,440,14,0.130842,240.107,0.612,0.128,1816.72
560,200,15,0.110814,178.343,0.496,0.132,340.402
520,80,16,0.089079,122.911,0.448,0.132,227.193
800,120,17,0.0663653,73.1971,0.34,0.1,127.392
120,240,18,0.112701,175.553,0.496,0.096,1275.93
80,600,19,0.146077,275.169,0.616,0.196,2278.18
160,40,20,0.0780609,94.8201,0.412,0.084,587.886
720,400,21,0.113209,190.289,0.508,0.12,345.357
280,640,22,0.169199,393.277,0.668,0.304,2724.26
760,320,23,0.0990433,151.727,0.492,0.104,283.821
640,880,24,0.117604,210.532,0.528,0.14,1159.4
880,240,25,0.0703919,73.5729,0.376,0.092,138.996
480,240,26,0.121206,190.775,0.504,0.196,2260.37
680,960,27,0.101266,150.02,0.552,0.108,506.517
160,480,28,0.154948,340.05,0.648,0.184,2213.53
560,720,29,0.15283,313.221,0.58,0.168,1993.71
680,360,30,0.118277,190.069,0.54,0.116,474.011
480,680,31,0.163593,326.643,0.684,0.236,2556.54
400,200,32,0.1144,188.385,0.492,0.12,1705.73
880,400,33,0.0833235,115.818,0.412,0.096,252.283
920,240,34,0.0615457,63.1919,0.328,0.124,81.4068
920,920,35,0.0651028,73.1172,0.332,0.128,107.197
800,80,36,0.057671,61.0616,0.268,0.104,77.6662
280,560,37,0.171776,348.613,0.704,0.276,2596.68
160,200,38,0.106215,168.419,0.54,0.128,1219.61
200,800,39,0.149503,286.736,0.62,0.2,1944.04
400,480,40,0.163031,317.129,0.676,0.224,2982.91
480,640,41,0.167278,338.273,0.692,0.216,3238.52
200,600,42,0.162815,354.813,0.696,0.256,2814.76
440,560,43,0.166928,345.736,0.684,0.232,2911.13
560,320,44,0.129382,211.315,0.624,0.124,2474.09
360,360,45,0.153918,328.302,0.668,0.176,2303.44
720,80,46,0.0704057,82.3027,0.32,0.068,186.402
920,200,47,0.0584912,55.7958,0.244,0.068,135.133
400,400,48,0.15862,305.087,0.688,0.208,2947.69
400,960,49,0.128269,252.082,0.568,0.192,1120.81
160,960,50,0.117549,165.244,0.512,0.152,521.496
360,200,51,0.119716,202.456,0.584,0.124,1831.62
280,240,52,0.128047,226.931,0.584,0.124,1582.27
960,360,53,0.0627594,60.0037,0.3,0.08,99.4766
600,520,54,0.147943,319.925,0.616,0.224,2837.46
640,440,55,0.134334,265.216,0.552,0.188,2379.64
960,560,56,0.0840245,114.152,0.408,0.12,159.952
120,120,57,0.0904946,113.978,0.464,0.092,1075.19
280,760,58,0.159985,326.097,0.704,0.204,1753.9
520,200,59,0.111304,180.954,0.548,0.128,1411.28
200,200,60,0.112156,193.55,0.536,0.188,1371.42
760,400,61,0.111305,182.122,0.504,0.108,283.805
440,640,62,0.169052,331.059,0.688,0.28,2282.9
360,760,63,0.165545,375.481,0.632,0.256,2838.84
360,280,64,0.13783,241.233,0.604,0.156,2474.11
400,720,65,0.167722,315.915,0.712,0.264,2314.16
760,800,66,0.108737,166.805,0.524,0.144,745.374
200,240,67,0.121775,193.976,0.556,0.14,1380.24
840,720,68,0.0957432,149.009,0.472,0.096,767.625
720,520,69,0.122416,219.302,0.556,0.132,1617.71
920,560,70,0.0858426,123.724,0.476,0.124,191.172
800,560,71,0.1096,178.343,0.544,0.116,261.504
120,280,72,0.120205,193.741,0.568,0.112,1934.09
920,480,73,0.0802692,91.3133,0.416,0.128,145.716
320,520,74,0.166988,370.416,0.708,0.276,2594.59
120,400,75,0.140437,234.053,0.664,0.192,2105.31
680,800,76,0.122692,214.71,0.54,0.1,1175.3
240,40,77,0.081901,107.042,0.424,0.116,674.282
400,240,78,0.127309,205.101,0.62,0.108,1794.08
760,680,79,0.116199,204.679,0.536,0.14,1088.1
480,400,80,0.154902,303.32,0.62,0.196,2712.51
200,640,81,0.161685,292.293,0.692,0.212,2523.81
240,800,82,0.157269,291.042,0.72,0.204,1740.86
600,280,83,0.120717,205.027,0.524,0.12,471.086
320,480,84,0.162149,357.123,0.656,0.236,3341.79
40,960,85,0.107987,159.937,0.532,0.08,304.257
