x,y,z,name,phi,kx,facies,ntg,prod
320,40,0.0,0,0.0301871,7.27487,1.0,0,0.0195082836276
320,40,6.0,0,0.0244156,6.96555,1.0,0,0.0157784457859
320,40,12.0,0,0.0245493,7.30819,1.0,0,0.0158648685422
320,40,18.0,0,0.02,6.96555,1.0,1,0.012924899348
320,40,24.0,0,0.0218134,7.95761,1.0,0,0.0140967888076
320,40,30.0,0,0.0221966,8.39075,1.0,0,0.0143444617396
320,40,36.0,0,0.02,7.83345,1.0,0,0.012924899348
320,40,42.0,0,0.0274734,7.88015,1.0,0,0.0177545304497
320,40,48.0,0,0.02,8.19643,3.0,0,0.012924899348
320,40,54.0,0,0.0208546,8.12273,1.0,0,0.0134771849684
320,40,60.0,0,0.020491,8.13351,1.0,0,0.0132421738306
320,40,66.0,0,0.0219916,8.34477,1.0,0,0.0142119878717
320,40,72.0,0,0.0351505,8.76619,1.0,0,0.0227158230162
320,40,78.0,0,0.0223197,8.23717,1.0,0,0.0144239825389
320,40,84.0,0,0.0216426,82.5635,1.0,0,0.0139864205201
320,40,90.0,0,0.020766,8.43889,1.0,0,0.0134199425683
320,40,96.0,0,0.0446628,8.55329,1.0,0,0.0288630907473
320,40,102.0,0,0.0418132,8.33406,1.0,0,0.0270215953304
320,40,108.0,0,0.0250385,8.79184,1.0,0,0.0161810308866
320,40,114.0,0,0.0451061,8.68563,1.0,0,0.0291495705197
320,40,120.0,0,0.0322328,8.24167,1.0,0,0.02083030515
320,40,126.0,0,0.0359789,8.96923,1.0,0,0.0232511981556
320,40,132.0,0,0.044666,8.7797,1.0,0,0.0288651777139
320,40,138.0,0,0.0280201,6.96555,1.0,0,0.0181078446681
320,40,144.0,0,0.038849,8.98605,1.0,0,0.0251059635065
320,40,150.0,0,0.043386,8.99516,1.0,0,0.0280379603176
320,40,156.0,0,0.0612008,8.98859,1.0,0,0.0395507144697
320,40,162.0,0,0.0468604,12.8119,1.0,0,0.030283293067
320,40,168.0,0,0.02,13.1371,1.0,0,0.012924899348
320,40,174.0,0,0.0221265,8.66295,1.0,0,0.0142991146732
320,40,180.0,0,0.02,8.98142,1.0,0,0.012924899348
320,40,186.0,0,0.0218642,8.11484,1.0,0,0.0141296130224
320,40,192.0,0,0.0561368,8.06149,1.0,0,0.0362781562509
320,40,198.0,0,0.0224221,7.14719,1.0,0,0.0144901494241
320,40,204.0,0,0.02,7.14719,1.0,0,0.012924899348
320,40,210.0,0,0.02,7.14719,1.0,0,0.012924899348
320,40,216.0,0,0.02,7.14719,1.0,0,0.012924899348
320,40,222.0,0,0.065984,7.14719,1.0,0,0.0426418180354
320,40,228.0,0,0.02,7.14719,1.0,0,0.012924899348
320,40,234.0,0,0.02,7.14719,1.0,0,0.012924899348
320,40,240.0,0,0.02,6.96555,1.0,0,0.012924899348
320,40,246.0,0,0.0745548,7.14719,1.0,0,0.048180689796
320,40,252.0,0,0.0780002,7.14719,2.0,0,0.0504072611555
320,40,258.0,0,0.046444,7.14719,2.0,0,0.0300141804227
320,40,264.0,0,0.0649453,7.14719,2.0,0,0.0419705689056
320,40,270.0,0,0.0652701,7.14719,2.0,0,0.0421805021546
320,40,276.0,0,0.0981595,7.14719,2.0,0,0.0634350926382
320,40,282.0,0,0.094586,7.14719,2.0,0,0.0611257264865
320,40,288.0,0,0.102794,7.14719,2.0,1,0.066430126007
320,40,294.0,0,0.0902962,7.14719,2.0,0,0.0583534620814
320,40,300.0,0,0.0705114,7.14719,2.0,0,0.0455676695834
320,40,306.0,0,0.105654,67.9697,2.0,1,0.0682785970143
320,40,312.0,0,0.125658,68.5516,2.0,1,0.0812057315966
320,40,318.0,0,0.103265,68.596,2.0,1,0.0667347775214
320,40,324.0,0,0.124851,64.8905,1.0,1,0.0806843238993
320,40,330.0,0,0.137163,68.2179,2.0,1,0.088641053307
320,40,336.0,0,0.136254,67.0811,2.0,1,0.0880533776084
320,40,342.0,0,0.125747,70.1106,2.0,1,0.0812635425535
320,40,348.0,0,0.133214,43.6463,2.0,1,0.0860887856148
320,40,354.0,0,0.130778,67.7552,2.0,1,0.0845143809738
320,40,360.0,0,0.130925,70.5989,2.0,1,0.0846094336655
320,40,366.0,0,0.12072,67.5884,2.0,1,0.0780145714369
