x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
360,40,0,0.0883917,129.45,0.44,0.008,1054.5
840,200,1,0.0683102,82.0505,0.26,0.004,127.307
520,760,2,0.153926,296.941,0.748,0.192,2432.26
80,960,3,0.105098,141.152,0.464,0.028,412.58
760,560,4,0.115364,210.105,0.572,0.048,1653.62
520,640,5,0.159851,323.097,0.744,0.236,2804.69
560,920,6,0.121988,196.711,0.58,0.056,1055.27
800,960,7,0.0857474,112.034,0.416,0,249.914
360,280,8,0.137918,267.594,0.58,0.132,2576.71
960,520,9,0.0749845,81.8715,0.348,0.008,177.888
280,240,10,0.127111,213.268,0.592,0.072,2178.26
200,40,11,0.0849858,104.942,0.448,0.012,840.878
200,160,12,0.108588,157.953,0.536,0.028,1482.03
80,520,13,0.142619,272.831,0.656,0.144,2210.97
720,640,14,0.123719,216.188,0.56,0.076,1783.81
160,480,15,0.152478,284.768,0.68,0.212,2798.4
560,640,16,0.153438,365.355,0.728,0.22,2787.76
640,440,17,0.131736,256.647,0.616,0.112,2262.32
920,280,18,0.0683313,83.5247,0.292,0.016,131.353
320,800,19,0.154108,362.695,0.728,0.208,2358.51
840,360,20,0.0903921,113.779,0.42,0.008,241.048
600,240,21,0.112756,176.577,0.58,0.032,376.355
560,160,22,0.10158,149.67,0.512,0.008,336.003
360,840,23,0.151311,278.337,0.732,0.188,2095.95
40,120,24,0.0836937,95.2156,0.444,0.016,703.027
920,720,25,0.0802766,102.525,0.376,0.004,196.824
760,200,26,0.0876226,132.004,0.44,0.016,236.138
720,560,27,0.125199,217.967,0.56,0.068,1878.37
480,880,28,0.140083,300.797,0.644,0.144,1596.39
840,680,29,0.0960323,134.591,0.444,0.008,869.64
920,400,30,0.0805425,88.5553,0.4,0.004,202.842
360,120,31,0.104494,154.676,0.548,0.004,1503.51
960,240,32,0.0571747,49.4762,0.148,0.008,87.7975
400,520,33,0.170495,377.728,0.792,0.264,3374.93
520,520,34,0.165336,343.261,0.74,0.212,3256.11
520,440,35,0.158332,393.654,0.72,0.18,2996.82
880,480,36,0.0899717,128.611,0.48,0.004,245.739
280,200,37,0.11286,172.252,0.52,0.052,1814.66
920,360,38,0.0715928,98.9268,0.34,0.008,156.619
280,920,39,0.135248,269.222,0.592,0.128,1385.12
320,200,40,0.117442,196.516,0.54,0.048,1929.65
240,440,41,0.15697,312.591,0.7,0.216,3042.04
760,160,42,0.0745848,97.5329,0.304,0.012,164.355
880,680,43,0.0943872,126.563,0.492,0.008,286.696
280,960,44,0.129034,229.83,0.592,0.08,1069.71
200,960,45,0.120573,197.034,0.596,0.068,812.055
400,480,46,0.167191,358.377,0.816,0.24,3259.06
360,520,47,0.169407,322.841,0.784,0.26,3500
40,160,48,0.0893109,135.01,0.424,0.008,901.128
600,880,49,0.12816,224.443,0.664,0.068,1265.37
80,320,50,0.121381,199.213,0.56,0.056,1882.51
160,400,51,0.147384,309.088,0.66,0.16,2718.66
80,600,52,0.148233,276.241,0.712,0.164,2091.57
760,480,53,0.11248,164.373,0.584,0.04,364.215
640,680,54,0.140859,247.347,0.636,0.14,2219.82
320,440,55,0.163145,354.866,0.788,0.228,3145.27
640,880,56,0.116644,193.152,0.528,0.052,1032.51
120,640,57,0.15146,297.902,0.668,0.192,2245.51
800,880,58,0.0912227,125.14,0.468,0.008,394.999
160,240,59,0.11659,207.056,0.512,0.048,1861.08
280,760,60,0.163951,343.042,0.768,0.22,2539.37
640,80,61,0.0843161,121.647,0.424,0.016,215.177
760,320,62,0.100606,142.65,0.488,0.004,335.401
920,480,63,0.0817527,95.6939,0.42,0.012,209.555
640,160,64,0.0930673,141.659,0.452,0.004,293.739
600,720,65,0.146827,281.707,0.652,0.152,2247.08
400,120,66,0.102459,142.652,0.508,0.012,1477.23
880,880,67,0.0776443,97.176,0.368,0.004,175.259
680,720,68,0.127057,274.101,0.608,0.108,1720.21
280,160,69,0.112606,195.841,0.576,0.032,1664.55
760,520,70,0.116771,183.095,0.592,0.044,1571.82
880,120,71,0.0529459,47.7323,0.108,0.004,74.0294
40,840,72,0.121099,200.342,0.608,0.056,940.086
840,880,73,0.086968,104.559,0.436,0.016,262.26
320,160,74,0.112005,173.592,0.56,0.036,1804.13
360,760,75,0.162671,351.764,0.788,0.224,2577.73
280,480,76,0.173822,356.463,0.852,0.248,3309.75
800,400,77,0.10036,148.728,0.488,0.004,305.958
240,40,78,0.0834382,113.157,0.408,0.004,909.922
280,440,79,0.164338,352.845,0.724,0.216,3336.12
920,440,80,0.0798214,99.9003,0.416,0.008,221.78
360,920,81,0.13901,267.87,0.664,0.128,1443.61
160,760,82,0.151674,283.03,0.672,0.184,2031.56
240,80,83,0.09315,131.1,0.452,0.008,1152.36
280,720,84,0.163336,365.343,0.752,0.24,2792.71
440,360,85,0.149242,290.121,0.68,0.176,3108.18
40,520,86,0.139026,259.04,0.628,0.116,2017.17
960,680,87,0.0746685,90.5908,0.296,0.008,196.806
320,560,88,0.168488,396.422,0.768,0.268,3273.16
120,160,89,0.0995237,154.797,0.484,0.008,1210.33
200,520,90,0.161919,318.372,0.736,0.24,2989.38
120,760,91,0.143808,252.151,0.68,0.156,1740.99
320,880,92,0.142,265.29,0.628,0.164,1774.42
520,840,93,0.142625,266.759,0.68,0.136,1834.42
400,320,94,0.146569,277.228,0.692,0.156,2886.31
680,400,95,0.119853,203.59,0.62,0.068,422.769
680,80,96,0.0744063,83.76,0.344,0.012,177.029
920,920,97,0.0680357,73.5602,0.304,0.004,158.48
480,760,98,0.158643,313.154,0.756,0.22,2629.36
320,760,99,0.166494,341.352,0.816,0.232,2629.86
720,880,100,0.104565,142.636,0.5,0.024,698.677
720,760,101,0.117186,194.157,0.596,0.052,1294.51
680,480,102,0.128706,222.474,0.592,0.1,2086.88
600,360,103,0.13279,233.196,0.604,0.112,2435.72
520,160,104,0.105523,161.04,0.532,0.008,327.731
480,840,105,0.149879,301.196,0.692,0.164,2098.44
720,520,106,0.128581,261.529,0.612,0.064,1918.26
40,640,107,0.139817,285.562,0.648,0.14,1854.58
160,800,108,0.146119,286.647,0.636,0.144,1892.68
200,720,109,0.160164,322.93,0.772,0.22,2519.3
80,840,110,0.131613,237.699,0.628,0.1,1206.78
600,520,111,0.153486,322.873,0.688,0.176,2693.63
680,920,112,0.10573,179.178,0.504,0.028,653.96
440,200,113,0.114651,184.992,0.58,0.048,2033.63
800,760,114,0.106745,167.35,0.548,0.004,928.566
840,960,115,0.0736036,82.6438,0.344,0,159.9
600,840,116,0.128439,227.001,0.544,0.112,1541.09
280,840,117,0.153323,296.36,0.68,0.176,1890.22
960,120,118,0.0505478,42.6282,0.096,0,50
400,720,119,0.1651,355.381,0.76,0.244,2793.12
200,840,120,0.145281,301.796,0.684,0.148,1636.2
40,720,121,0.13433,237.976,0.656,0.112,1547.64
760,880,122,0.100054,150.331,0.52,0.004,615.209
960,640,123,0.0732509,90.4935,0.308,0.004,159.049
480,480,124,0.159189,380.647,0.728,0.228,3042.28
880,520,125,0.0907466,156.135,0.412,0.008,257.856
480,40,126,0.0882825,110.245,0.428,0.008,267.178
840,560,127,0.101274,142.608,0.468,0.02,335.239
200,640,128,0.162286,319.092,0.768,0.228,2835.61
40,240,129,0.10277,155.443,0.5,0.004,1280.37
400,680,130,0.168752,367.757,0.796,0.268,3073.45
720,40,131,0.061592,63.6937,0.208,0.012,119.736
600,400,132,0.141091,258.025,0.624,0.112,2531.43
920,760,133,0.0777036,110.939,0.332,0.004,219.102
120,440,134,0.144773,287.488,0.66,0.156,2308.99
680,360,135,0.117474,191.359,0.624,0.048,430.919
680,680,136,0.136512,249.479,0.644,0.104,1910.48
560,80,137,0.0883293,106.643,0.424,0.004,249.706
480,400,138,0.15218,283.29,0.712,0.188,3035.85
840,440,139,0.0987843,145.203,0.512,0.012,309.531
160,40,140,0.0835628,107.171,0.392,0.012,744.883
400,80,141,0.094259,135.601,0.448,0.004,1202.51
640,280,142,0.110521,175.971,0.532,0.036,357.317
80,640,143,0.145989,322.855,0.672,0.164,2024.1
680,200,144,0.0952046,136.766,0.496,0,284.034
400,960,145,0.132031,241.03,0.608,0.088,1144.31
40,800,146,0.130965,254.724,0.6,0.072,1230.91
640,320,147,0.116549,196.125,0.572,0.056,402.734
280,80,148,0.09441,129.586,0.496,0.004,1149.97
400,160,149,0.109213,172.772,0.524,0.032,1820.05
280,360,150,0.154425,310.869,0.672,0.176,2912.11
880,80,151,0.0531627,49.1769,0.16,0.004,56.9034
120,40,152,0.0757539,80.6475,0.288,0.012,639.124
880,280,153,0.0732338,85.3192,0.328,0.008,162.564
680,320,154,0.110152,178.983,0.532,0.032,382.822
400,640,155,0.171717,369.143,0.784,0.288,3340.85
600,40,156,0.0746649,92.083,0.308,0.004,178.321
840,280,157,0.0824638,102.272,0.42,0.008,217.702
600,200,158,0.106079,173.485,0.524,0.004,339.172
120,600,159,0.152659,309.181,0.716,0.188,2424.27
520,560,160,0.160613,366.745,0.736,0.216,3068.79
440,40,161,0.0848282,114.432,0.416,0.012,241.54
400,200,162,0.116115,181.031,0.572,0.048,1928.98
560,720,163,0.155507,331.057,0.696,0.188,2609.21
240,800,164,0.156871,393.287,0.72,0.196,2234.26
720,360,165,0.111074,181.26,0.536,0.032,360.993
240,240,166,0.129443,216.074,0.548,0.068,2135.66
80,720,167,0.145281,277.956,0.632,0.136,1843.82
400,280,168,0.138835,245.069,0.624,0.124,2589.3
760,40,169,0.0597404,59.8321,0.204,0.008,99.6731
240,640,170,0.169613,388.72,0.78,0.244,3029.22
200,80,171,0.0927693,127.748,0.5,0,1042.56
880,760,172,0.0898142,115.611,0.46,0.008,452.072
360,240,173,0.129645,241.479,0.632,0.104,2430.56
400,920,174,0.136642,269.789,0.62,0.124,1458.22
760,720,175,0.112364,176.75,0.56,0.044,1211.7
960,880,176,0.06109,62.7694,0.188,0.008,105.137
80,280,177,0.115692,232.193,0.58,0.048,1677.25
400,400,178,0.16035,328.873,0.74,0.212,3327.32
920,800,179,0.0772159,90.002,0.368,0.016,181.62
880,360,180,0.0829072,117.234,0.412,0.02,225.976
480,720,181,0.161934,318.1,0.744,0.216,2757.05
200,280,182,0.127691,227.41,0.592,0.096,2152.79
280,680,183,0.168044,339.053,0.78,0.28,2784.18
880,400,184,0.0843288,107.943,0.424,0.012,249.289
520,280,185,0.131656,246.701,0.616,0.084,2438.17
160,720,186,0.156809,325.324,0.72,0.2,2178.22
800,600,187,0.110072,176.581,0.544,0.028,1349.82
560,200,188,0.109771,178.901,0.588,0.036,350.991
320,80,189,0.0930225,142.33,0.44,0.004,1179.07
560,600,190,0.157877,308.347,0.7,0.204,2812.11
240,360,191,0.148953,281.29,0.676,0.18,2805.02
320,840,192,0.153349,316.188,0.7,0.184,2116.48
600,160,193,0.0994746,140.2,0.468,0.012,336.313
120,680,194,0.150344,298.573,0.708,0.164,2256.4
200,800,195,0.150925,292.526,0.7,0.176,2096.86
800,840,196,0.100515,162.761,0.496,0.004,567.185
760,360,197,0.104303,173.562,0.54,0.004,363.899
120,920,198,0.121496,205.435,0.608,0.052,872.927
520,200,199,0.109975,172.166,0.5,0.04,1844.95
760,400,200,0.106875,162.19,0.524,0.028,362.017
600,960,201,0.110852,184.923,0.552,0.044,716.066
120,240,202,0.11359,180.119,0.556,0.04,1636.54
160,880,203,0.134103,229.348,0.624,0.104,1316.88
320,240,204,0.127331,226.373,0.608,0.056,2352.39
680,640,205,0.131556,213.294,0.652,0.112,1907.15
480,600,206,0.164231,354.3,0.744,0.236,3063.37
760,760,207,0.110997,191.179,0.552,0.036,1150.79
440,640,208,0.171229,360.975,0.8,0.272,3355.22
160,280,209,0.126954,257.286,0.632,0.068,2116.87
720,120,210,0.0746837,86.4026,0.356,0.012,160.783
200,760,211,0.157426,270.056,0.724,0.2,2368.01
640,360,212,0.125398,186.183,0.628,0.056,2052
200,400,213,0.15069,276.649,0.696,0.18,2862.53
40,960,214,0.101543,150.89,0.484,0.012,323.333
600,760,215,0.143092,272.158,0.704,0.132,2101.7
720,240,216,0.0941725,124.614,0.46,0.012,301.156
120,400,217,0.139396,312.126,0.636,0.14,2214.92
640,400,218,0.129176,274.703,0.604,0.1,2358.48
320,40,219,0.0865367,106.013,0.376,0.012,1003.85
80,200,220,0.102534,177.909,0.548,0.012,1340.29
40,760,221,0.129941,218.606,0.62,0.1,1326.92
280,880,222,0.140774,269.522,0.624,0.16,1552.21
480,520,223,0.163831,313.727,0.768,0.24,3368.88
640,520,224,0.138837,248.571,0.644,0.132,2396.51
240,200,225,0.115203,183.782,0.556,0.056,1859.35
240,600,226,0.165584,350.828,0.756,0.264,2910.95
440,280,227,0.136247,258.685,0.66,0.104,2647.84
160,200,228,0.114509,187.737,0.524,0.04,1590.95
480,240,229,0.124138,205.51,0.588,0.064,2146.92
440,600,230,0.171077,368.361,0.812,0.268,3297.71
960,40,231,0.056191,55.2287,0.14,0.008,72.3371
440,720,232,0.162341,347.763,0.724,0.244,2693.35
