x,y,z,name,phi,kx,facies,ntg,prod
720,360,0.0,0,0.0489967,7.61043,2.0,0,0.0118959843042
720,360,6.0,0,0.0634442,7.63086,4.0,0,0.0154037086471
720,360,12.0,0,0.0531515,78.1043,1.0,0,0.0129047298457
720,360,18.0,0,0.0499926,8.12114,1.0,0,0.0121377676585
720,360,24.0,0,0.0549791,8.30507,1.0,0,0.0133484579866
720,360,30.0,0,0.0214521,8.1321,1.0,0,0.00520839356746
720,360,36.0,0,0.0257903,8.24997,1.0,0,0.00626165477207
720,360,42.0,0,0.0543648,8.34902,1.0,0,0.0131993206424
720,360,48.0,0,0.0482047,7.88627,1.0,0,0.0117036937365
720,360,54.0,0,0.0617933,7.93271,1.0,0,0.0150028835089
720,360,60.0,0,0.0659386,8.15941,1.0,0,0.0160093315365
720,360,66.0,0,0.051954,8.34332,1.0,1,0.0126140014192
720,360,72.0,0,0.064896,7.61043,1.0,1,0.0157561987179
720,360,78.0,0,0.0384596,7.79685,1.0,0,0.00933765794713
720,360,84.0,0,0.0664723,144.441,1.0,0,0.0161389048766
720,360,90.0,0,0.0701331,7.61194,1.0,0,0.0170277178585
720,360,96.0,0,0.0621986,29.5157,2.0,0,0.0151012992631
720,360,102.0,0,0.0679523,7.97325,1.0,0,0.0164982391752
720,360,108.0,0,0.0484107,41.1887,1.0,0,0.0117537055306
720,360,114.0,0,0.054971,48.6638,1.0,0,0.0133464922193
720,360,120.0,0,0.0335108,12.02,1.0,0,0.00813614724216
720,360,126.0,0,0.0597103,52.3279,1.0,0,0.0144971610921
720,360,132.0,0,0.0691314,52.3546,1.0,0,0.0167845154504
720,360,138.0,0,0.0650324,75.8615,1.0,0,0.015789305637
720,360,144.0,0,0.0377522,51.5342,1.0,0,0.00916591083565
720,360,150.0,0,0.0342215,51.1952,1.0,0,0.0083086878828
720,360,156.0,0,0.0319411,51.6718,1.0,0,0.00775503934639
720,360,162.0,0,0.0733286,48.4362,1.0,0,0.0178035607093
720,360,168.0,0,0.0689389,50.3355,1.0,0,0.0167377741183
720,360,174.0,0,0.0564316,50.3355,2.0,0,0.0137011194434
720,360,180.0,0,0.0660156,50.3355,2.0,0,0.0160280210027
720,360,186.0,0,0.0762212,50.3355,2.0,0,0.0185058638218
720,360,192.0,0,0.0864503,50.3355,2.0,1,0.0209894035104
720,360,198.0,0,0.0432192,50.3355,2.0,0,0.0104932674875
720,360,204.0,0,0.0832301,50.3355,2.0,0,0.020207574533
720,360,210.0,0,0.0903384,50.3355,2.0,0,0.0219333974209
720,360,216.0,0,0.10435,50.3355,2.0,1,0.0253352338754
720,360,222.0,0,0.096746,50.3355,2.0,0,0.0234891087458
720,360,228.0,0,0.0531197,24.5904,2.0,0,0.0128970177564
720,360,234.0,0,0.0308813,50.3355,1.0,0,0.00749771339424
720,360,240.0,0,0.0880601,77.2358,2.0,0,0.0213802540551
720,360,246.0,0,0.0717251,77.2474,2.0,0,0.0174142359817
720,360,252.0,0,0.107016,75.2814,2.0,1,0.0259825776935
720,360,258.0,0,0.02,80.008,2.0,0,0.00485583047273
720,360,264.0,0,0.0212968,75.1173,2.0,0,0.0051706924219
720,360,270.0,0,0.0352202,77.3,2.0,0,0.00855116883365
720,360,276.0,0,0.0643154,81.1164,4.0,0,0.0156152380768
720,360,282.0,0,0.109819,77.5246,2.0,1,0.0266631122543
720,360,288.0,0,0.0919057,74.5557,2.0,0,0.0223139304314
720,360,294.0,0,0.13864,76.7829,2.0,1,0.033660575202
720,360,300.0,0,0.142539,79.0961,3.0,1,0.0346072672254
720,360,306.0,0,0.131997,80.954,3.0,1,0.0320476465612
720,360,312.0,0,0.152021,79.9555,3.0,1,0.0369093229501
720,360,318.0,0,0.112541,76.3591,3.0,1,0.0273240782595
720,360,324.0,0,0.121661,74.3854,3.0,1,0.0295381904095
720,360,330.0,0,0.151194,81.4948,3.0,1,0.0367086116017
720,360,336.0,0,0.168317,79.3339,3.0,1,0.0408659698972
720,360,342.0,0,0.158248,292,3.0,1,0.0384212297128
720,360,348.0,0,0.172383,290.569,3.0,0,0.0418531380069
720,360,354.0,0,0.158828,292.82,3.0,1,0.0385621683659
720,360,360.0,0,0.151426,279.435,3.0,1,0.0367649226142
720,360,366.0,0,0.161797,288.638,3.0,1,0.0392829940813
720,360,372.0,0,0.159769,250.428,3.0,1,0.0387905058484
720,360,378.0,0,0.154594,300.221,3.0,1,0.0375340164481
720,360,384.0,0,0.156897,283.222,3.0,1,0.0380932529136
720,360,390.0,0,0.155862,294.132,3.0,1,0.0378420591994
720,360,396.0,0,0.15457,162.457,3.0,1,0.0375281856921
720,360,402.0,0,0.160161,351.469,3.0,1,0.0388856919225
720,360,408.0,0,0.137441,232.954,3.0,1,0.033369552922
720,360,414.0,0,0.124895,396.545,3.0,0,0.0303234364263
720,360,420.0,0,0.122821,291.085,3.0,1,0.0298199434395
720,360,426.0,0,0.119642,266.817,3.0,1,0.0290481799795
720,360,432.0,0,0.162906,275.305,3.0,1,0.0395521339955
720,360,438.0,0,0.147445,272.787,3.0,1,0.0357983540512
720,360,444.0,0,0.149183,264.147,3.0,1,0.0362202846588
720,360,450.0,0,0.155174,259.059,3.0,1,0.0376749948696
720,360,456.0,0,0.163991,262.234,3.0,1,0.0398155889855
720,360,462.0,0,0.163969,280.99,3.0,1,0.0398102651793
720,360,468.0,0,0.169105,297.163,3.0,1,0.0410572356977
720,360,474.0,0,0.138758,268.602,3.0,1,0.0336891633303
720,360,480.0,0,0.144941,306.489,3.0,0,0.0351905456189
720,360,486.0,0,0.150015,308.726,3.0,1,0.0364223976759
720,360,492.0,0,0.167729,326.992,3.0,1,0.0407231043913
720,360,498.0,0,0.170873,326.745,3.0,1,0.0414863986262
720,360,504.0,0,0.162907,317.614,3.0,1,0.0395525546496
720,360,510.0,0,0.170384,340.189,3.0,1,0.0413677767866
720,360,516.0,0,0.16529,327.674,3.0,1,0.0401308911834
720,360,522.0,0,0.172886,334.851,3.0,1,0.0419751835589
720,360,528.0,0,0.178997,320.603,3.0,1,0.0434589792569
720,360,534.0,0,0.181126,344.216,3.0,1,0.0439759319873
720,360,540.0,0,0.172893,358.752,3.0,1,0.0419769037611
720,360,546.0,0,0.177836,346.193,3.0,1,0.0431771182786
720,360,552.0,0,0.177915,373.704,3.0,1,0.0431963176109
720,360,558.0,0,0.161219,361.584,3.0,1,0.0391427252377
720,360,564.0,0,0.159434,388.326,3.0,0,0.0387091357043
720,360,570.0,0,0.179108,359.005,3.0,1,0.0434860051816
720,360,576.0,0,0.183321,355.994,3.0,0,0.0445087246792
720,360,582.0,0,0.182902,390.102,3.0,1,0.0444069527856
720,360,588.0,0,0.182758,451.108,3.0,1,0.0443721961593
720,360,594.0,0,0.18132,366.707,3.0,1,0.0440229521031
720,360,600.0,0,0.154761,379.475,3.0,1,0.0375747314555
720,360,606.0,0,0.167445,366.343,3.0,1,0.0406542537472
720,360,612.0,0,0.189963,361.005,3.0,1,0.0461213615755
720,360,618.0,0,0.179731,396.224,3.0,1,0.0436370766767
720,360,624.0,0,0.171597,401.947,3.0,1,0.0416623505481
720,360,630.0,0,0.185724,395.848,3.0,1,0.0450922590238
720,360,636.0,0,0.191986,421.825,3.0,1,0.0466125597684
720,360,642.0,0,0.193226,417.208,3.0,1,0.0469135942717
720,360,648.0,0,0.196856,428.202,3.0,1,0.0477950607371
720,360,654.0,0,0.20659,445.321,3.0,1,0.0501583420559
720,360,660.0,0,0.195117,437.868,3.0,1,0.0473727837758
720,360,666.0,0,0.198009,430.176,3.0,1,0.0480749091352
720,360,672.0,0,0.193226,445.011,3.0,1,0.0469135942717
720,360,678.0,0,0.211844,427.751,3.0,1,0.0514339989511
720,360,684.0,0,0.197437,439.565,3.0,1,0.0479359174061
720,360,690.0,0,0.195878,406.839,3.0,1,0.0475574430919
720,360,696.0,0,0.198306,416.161,3.0,1,0.0481470456082
720,360,702.0,0,0.193226,445.772,3.0,1,0.0469135942717
720,360,708.0,0,0.198697,431.337,3.0,1,0.0482420002594
720,360,714.0,0,0.208177,432.274,4.0,1,0.0505436710552
720,360,720.0,0,0.219009,448.113,4.0,1,0.0531734425503
720,360,726.0,0,0.240041,451.108,4.0,1,0.058279798807
720,360,732.0,0,0.193226,448.193,4.0,1,0.0469135942717
720,360,738.0,0,0.204379,449.577,4.0,1,0.0496214452272
720,360,744.0,0,0.162692,443.086,4.0,1,0.0395002664231
720,360,750.0,0,0.123703,442.521,1.0,0,0.030033958933
720,360,756.0,0,0.0963968,431.366,1.0,0,0.02340431668
720,360,762.0,0,0.057169,446.606,1.0,0,0.0138801486084
720,360,768.0,0,0.042244,437.638,1.0,0,0.0102564771003
720,360,774.0,0,0.0446312,7.61043,1.0,0,0.0108360734921
720,360,780.0,0,0.02,7.61043,1.0,0,0.00485583047273
720,360,786.0,0,0.02,30.3014,1.0,0,0.00485583047273
720,360,792.0,0,0.057169,29.3846,1.0,0,0.0138801486084
720,360,798.0,0,0.0208263,30.1192,1.0,0,0.00505645219857
720,360,804.0,0,0.0213434,30.7532,1.0,0,0.0051820050824
720,360,810.0,0,0.02,70.3564,1.0,0,0.00485583047273
720,360,816.0,0,0.0202245,40.9758,1.0,0,0.00491033648301
720,360,822.0,0,0.057169,45.4958,1.0,0,0.0138801486084
720,360,828.0,0,0.0753857,48.6211,1.0,0,0.0183030005101
720,360,834.0,0,0.0762501,48.3132,1.0,0,0.0185128813493
720,360,840.0,0,0.0635982,47.8658,1.0,0,0.0154411059555
