x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
720,560,0,0.126803,243.624,0.604,0.112,1765.42
920,80,1,0.0575132,53.5092,0.188,0.068,124.87
120,40,2,0.0761055,87.7504,0.452,0.028,582.182
880,160,3,0.0601715,56.3472,0.248,0.036,101.553
80,200,4,0.101711,148.207,0.508,0.052,1073.01
80,960,5,0.106345,190.409,0.508,0.06,469.074
160,880,6,0.133153,244.619,0.608,0.156,1049.66
560,960,7,0.114851,183.254,0.544,0.08,714.154
400,720,8,0.162951,320.486,0.696,0.252,2581.71
80,600,9,0.144034,302.544,0.6,0.204,2038.37
200,800,10,0.149394,283.838,0.644,0.168,1486.54
760,280,11,0.0940003,128.377,0.416,0.06,334.48
160,40,12,0.0787358,83.4475,0.344,0.06,780.913
360,400,13,0.162481,342.511,0.692,0.192,3370.26
120,640,14,0.152822,323.188,0.588,0.224,2276.07
720,200,15,0.0909265,111.696,0.488,0.032,293.009
80,760,16,0.139456,240.544,0.592,0.148,1641.51
160,640,17,0.158102,303.361,0.644,0.232,2157.02
200,920,18,0.126879,215.228,0.572,0.12,856.207
80,400,19,0.135029,242.115,0.628,0.124,2005.44
600,160,20,0.0970954,146.589,0.52,0.06,327.448
200,440,21,0.154955,335.928,0.668,0.24,2229.29
840,720,22,0.0974174,154.421,0.48,0.044,779.107
120,880,23,0.126944,232.902,0.524,0.096,993.281
280,560,24,0.174473,375.603,0.736,0.248,3329.55
720,760,25,0.116875,196.229,0.528,0.1,1121.09
320,480,26,0.169512,352.019,0.72,0.244,3154.65
40,720,27,0.135569,265.166,0.564,0.148,1498.36
160,320,28,0.132779,267.269,0.592,0.144,2248.55
440,120,29,0.100555,145.322,0.464,0.024,1462.58
360,800,30,0.164795,364.689,0.704,0.216,2067.18
680,280,31,0.107136,177.045,0.5,0.056,354.404
120,160,32,0.100545,142.246,0.516,0.036,1272.52
520,680,33,0.158491,331.447,0.676,0.22,2396.81
880,400,34,0.0853092,120.844,0.424,0.04,167.935
160,400,35,0.149373,284.182,0.62,0.18,2554.05
560,600,36,0.157022,311.285,0.684,0.204,2587.65
400,240,37,0.128107,248.978,0.596,0.128,1787.57
320,680,38,0.171907,337.509,0.7,0.264,3033.04
600,40,39,0.0750387,86.4769,0.384,0.048,173.608
800,360,40,0.100206,146.288,0.484,0.048,346.415
480,40,41,0.0853237,121.515,0.42,0.044,175.75
600,80,42,0.0793445,97.5405,0.4,0.048,252.338
880,920,43,0.0781917,89.16,0.396,0.064,197.291
800,760,44,0.101138,143.497,0.524,0.048,652.74
760,760,45,0.110097,188.914,0.544,0.1,1121.37
320,200,46,0.120698,209.872,0.548,0.068,2056.13
960,160,47,0.0561959,52.1782,0.212,0.06,114.948
360,680,48,0.169985,352.059,0.732,0.256,2951.19
640,600,49,0.14294,285.569,0.624,0.16,2478.63
360,200,50,0.118968,190.117,0.568,0.084,2130.96
480,640,51,0.162627,349.223,0.664,0.24,2719.82
800,400,52,0.0986629,139.264,0.496,0.048,260.491
680,480,53,0.135371,242.019,0.592,0.132,1984.27
600,720,54,0.146624,292.303,0.624,0.184,1769.64
400,120,55,0.100885,116.375,0.488,0.064,1461.46
400,480,56,0.170724,359.68,0.708,0.248,3500
640,440,57,0.137615,256.649,0.644,0.136,1893.01
920,480,58,0.0801398,100.329,0.372,0.052,235.55
440,480,59,0.163541,316.296,0.676,0.22,3174.38
680,840,60,0.117541,182.651,0.548,0.096,1028.03
560,320,61,0.12865,241.222,0.608,0.128,2059.1
920,240,62,0.0602605,71.3791,0.268,0.048,71.1211
320,280,63,0.137124,235.403,0.604,0.148,2149.27
320,880,64,0.143769,264.295,0.608,0.148,1785.09
960,840,65,0.0681418,72.4653,0.292,0.064,122.256
200,40,66,0.083602,104.791,0.448,0.048,636.573
360,280,67,0.137097,238.916,0.616,0.132,2512.68
360,120,68,0.102971,151.204,0.5,0.06,1224.71
640,800,69,0.134106,235.594,0.612,0.112,1575.35
480,880,70,0.141468,288.458,0.636,0.16,1613.58
680,40,71,0.0657063,58.0408,0.26,0.02,182.015
480,520,72,0.165743,361.778,0.716,0.236,3277.75
560,280,73,0.122659,200.245,0.58,0.124,2003.99
160,120,74,0.0975396,136.243,0.456,0.04,1263.04
760,960,75,0.0898016,116.365,0.444,0.036,296.272
80,240,76,0.113669,192.408,0.532,0.076,1578.16
640,400,77,0.128375,201.541,0.604,0.136,1944.12
480,680,78,0.161818,342.526,0.644,0.248,2219.98
720,920,79,0.102111,151.647,0.496,0.056,584.293
880,720,80,0.091642,125.77,0.472,0.048,437.322
320,720,81,0.164145,382.996,0.76,0.252,2252.63
560,840,82,0.139716,268.561,0.644,0.144,1723.31
480,240,83,0.120931,235.939,0.572,0.08,2070.51
360,360,84,0.150597,318.64,0.632,0.212,3052.13
720,880,85,0.108049,157.389,0.548,0.06,775.889
80,320,86,0.123797,197.631,0.572,0.088,1594.93
