x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
960,160,0,0.0547804,46.9054,0.1,0.012,62.3881
160,40,1,0.0835628,107.171,0.392,0.012,744.883
920,720,2,0.0802766,102.525,0.376,0.004,196.824
440,600,3,0.171077,368.361,0.812,0.268,3297.71
160,880,4,0.134103,229.348,0.624,0.104,1316.88
200,520,5,0.161919,318.372,0.736,0.24,2989.38
400,160,6,0.109213,172.772,0.524,0.032,1820.05
400,520,7,0.170495,377.728,0.792,0.264,3374.93
880,640,8,0.0929392,135.418,0.496,0.008,300.296
40,760,9,0.129941,218.606,0.62,0.1,1326.92
840,440,10,0.0987843,145.203,0.512,0.012,309.531
40,120,11,0.0836937,95.2156,0.444,0.016,703.027
960,920,12,0.0595937,58.2563,0.14,0.008,101.093
680,200,13,0.0952046,136.766,0.496,0,284.034
440,40,14,0.0848282,114.432,0.416,0.012,241.54
880,80,15,0.0531627,49.1769,0.16,0.004,56.9034
160,800,16,0.146119,286.647,0.636,0.144,1892.68
920,80,17,0.0528846,45.8697,0.116,0.004,51.4135
560,360,18,0.136732,257.226,0.62,0.128,2410.85
320,520,19,0.17291,391.156,0.784,0.268,3448.85
400,200,20,0.116115,181.031,0.572,0.048,1928.98
600,40,21,0.0746649,92.083,0.308,0.004,178.321
520,160,22,0.105523,161.04,0.532,0.008,327.731
800,280,23,0.087197,112.026,0.42,0,240.918
80,240,24,0.108257,152.658,0.528,0.036,1502.99
600,360,25,0.13279,233.196,0.604,0.112,2435.72
40,840,26,0.121099,200.342,0.608,0.056,940.086
200,840,27,0.145281,301.796,0.684,0.148,1636.2
920,200,28,0.0570804,58.5466,0.116,0.008,82.1735
280,160,29,0.112606,195.841,0.576,0.032,1664.55
400,280,30,0.138835,245.069,0.624,0.124,2589.3
560,320,31,0.13124,227.373,0.644,0.1,2256.27
240,800,32,0.156871,393.287,0.72,0.196,2234.26
560,160,33,0.10158,149.67,0.512,0.008,336.003
120,440,34,0.144773,287.488,0.66,0.156,2308.99
960,240,35,0.0571747,49.4762,0.148,0.008,87.7975
720,640,36,0.123719,216.188,0.56,0.076,1783.81
840,560,37,0.101274,142.608,0.468,0.02,335.239
200,760,38,0.157426,270.056,0.724,0.2,2368.01
200,360,39,0.140297,256.645,0.624,0.164,2446.76
200,720,40,0.160164,322.93,0.772,0.22,2519.3
360,40,41,0.0883917,129.45,0.44,0.008,1054.5
480,280,42,0.131771,236.062,0.6,0.096,2470.92
880,480,43,0.0899717,128.611,0.48,0.004,245.739
280,360,44,0.154425,310.869,0.672,0.176,2912.11
80,520,45,0.142619,272.831,0.656,0.144,2210.97
240,200,46,0.115203,183.782,0.556,0.056,1859.35
40,800,47,0.130965,254.724,0.6,0.072,1230.91
280,480,48,0.173822,356.463,0.852,0.248,3309.75
680,280,49,0.105728,154.003,0.516,0.028,360.44
200,40,50,0.0849858,104.942,0.448,0.012,840.878
400,400,51,0.16035,328.873,0.74,0.212,3327.32
280,880,52,0.140774,269.522,0.624,0.16,1552.21
520,280,53,0.131656,246.701,0.616,0.084,2438.17
760,720,54,0.112364,176.75,0.56,0.044,1211.7
600,520,55,0.153486,322.873,0.688,0.176,2693.63
680,720,56,0.127057,274.101,0.608,0.108,1720.21
840,640,57,0.102377,142.831,0.536,0.012,1025
320,40,58,0.0865367,106.013,0.376,0.012,1003.85
920,560,59,0.0865257,110.09,0.44,0.016,230.467
280,80,60,0.09441,129.586,0.496,0.004,1149.97
920,760,61,0.0777036,110.939,0.332,0.004,219.102
840,360,62,0.0903921,113.779,0.42,0.008,241.048
920,400,63,0.0805425,88.5553,0.4,0.004,202.842
320,560,64,0.168488,396.422,0.768,0.268,3273.16
520,760,65,0.153926,296.941,0.748,0.192,2432.26
760,200,66,0.0876226,132.004,0.44,0.016,236.138
360,400,67,0.158617,319.024,0.74,0.212,3065.88
840,160,68,0.0634492,61.1391,0.2,0.012,119.488
200,160,69,0.108588,157.953,0.536,0.028,1482.03
600,720,70,0.146827,281.707,0.652,0.152,2247.08
560,640,71,0.153438,365.355,0.728,0.22,2787.76
360,120,72,0.104494,154.676,0.548,0.004,1503.51
440,840,73,0.151999,290.883,0.732,0.176,2030.1
680,920,74,0.10573,179.178,0.504,0.028,653.96
480,480,75,0.159189,380.647,0.728,0.228,3042.28
880,880,76,0.0776443,97.176,0.368,0.004,175.259
120,960,77,0.110058,180.562,0.528,0.044,529.364
120,160,78,0.0995237,154.797,0.484,0.008,1210.33
440,880,79,0.142869,291.568,0.632,0.144,1793.57
200,400,80,0.15069,276.649,0.696,0.18,2862.53
560,720,81,0.155507,331.057,0.696,0.188,2609.21
80,640,82,0.145989,322.855,0.672,0.164,2024.1
640,760,83,0.135649,243.848,0.596,0.1,1731.76
