x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
320,40,0,0.0865367,106.013,0.376,0.012,1003.85
600,720,1,0.146827,281.707,0.652,0.152,2247.08
840,640,2,0.102377,142.831,0.536,0.012,1025
120,160,3,0.0995237,154.797,0.484,0.008,1210.33
400,960,4,0.132031,241.03,0.608,0.088,1144.31
360,760,5,0.162671,351.764,0.788,0.224,2577.73
280,920,6,0.135248,269.222,0.592,0.128,1385.12
680,200,7,0.0952046,136.766,0.496,0,284.034
920,920,8,0.0680357,73.5602,0.304,0.004,158.48
640,280,9,0.110521,175.971,0.532,0.036,357.317
