x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
360,520,0,0.175247,369.814,0.664,0.256,3471.7
240,800,1,0.157269,291.042,0.72,0.204,1740.86
120,680,2,0.151406,314.225,0.62,0.212,1532.49
120,760,3,0.147015,302.807,0.592,0.16,1826.46
240,40,4,0.081901,107.042,0.424,0.116,674.282
480,760,5,0.161112,307.166,0.676,0.228,2647.25
200,640,6,0.161685,292.293,0.692,0.212,2523.81
800,40,7,0.054832,52.2561,0.24,0.108,142.943
520,200,8,0.111304,180.954,0.548,0.128,1411.28
320,520,9,0.166988,370.416,0.708,0.276,2594.59
