x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
200,200,0,0.112156,193.55,0.536,0.188,1371.42
840,880,1,0.0848984,115.283,0.436,0.104,260.012
760,200,2,0.0857301,105.223,0.46,0.104,243.807
480,320,3,0.137298,248.138,0.56,0.172,2764.74
320,600,4,0.169627,369.961,0.676,0.292,3131.77
40,520,5,0.138555,246.42,0.648,0.164,1828.19
680,480,6,0.135902,239.014,0.592,0.168,2321.91
200,440,7,0.154177,333.996,0.716,0.22,2942.02
880,120,8,0.0550673,46.6885,0.256,0.132,62.6979
160,720,9,0.155979,317.467,0.58,0.216,1923.88
760,680,10,0.116199,204.679,0.536,0.14,1088.1
440,880,11,0.143636,284.334,0.556,0.192,1695.36
720,80,12,0.0704057,82.3027,0.32,0.068,186.402
240,40,13,0.081901,107.042,0.424,0.116,674.282
440,160,14,0.107934,166.25,0.536,0.112,1840.54
120,840,15,0.13616,255.58,0.644,0.164,1180.97
160,760,16,0.147709,307.506,0.624,0.204,1395.53
800,320,17,0.0903937,134.175,0.448,0.104,194.099
960,240,18,0.0531423,39.0483,0.232,0.096,112.649
40,680,19,0.136721,261.11,0.628,0.152,1783.58
920,200,20,0.0584912,55.7958,0.244,0.068,135.133
200,760,21,0.155076,343.385,0.676,0.256,1768.65
680,280,22,0.107481,180.781,0.552,0.108,426.301
80,760,23,0.136447,257.233,0.576,0.152,1665.66
320,960,24,0.127729,243.602,0.564,0.16,1016.89
240,760,25,0.164926,343.257,0.66,0.228,2193.31
80,840,26,0.127319,214.953,0.568,0.14,1211.84
680,400,27,0.123747,205.907,0.548,0.128,455.228
360,200,28,0.119716,202.456,0.584,0.124,1831.62
320,520,29,0.166988,370.416,0.708,0.276,2594.59
840,80,30,0.0561549,54.9355,0.3,0.116,69.4411
920,40,31,0.056561,59.5346,0.228,0.128,98.2456
400,760,32,0.168236,339.72,0.66,0.216,2265.43
760,760,33,0.112886,182.238,0.576,0.108,884.253
840,720,34,0.0957432,149.009,0.472,0.096,767.625
920,240,35,0.0615457,63.1919,0.328,0.124,81.4068
720,880,36,0.104982,149.655,0.516,0.136,619.106
280,960,37,0.128526,234.573,0.568,0.108,878.83
800,600,38,0.107548,163.349,0.524,0.124,1020.69
800,560,39,0.1096,178.343,0.544,0.116,261.504
40,440,40,0.13244,256.176,0.58,0.172,1377.13
720,120,41,0.0739089,73.2137,0.392,0.096,136.688
120,600,42,0.158276,316.446,0.588,0.216,2130.69
320,720,43,0.167523,351.11,0.64,0.264,2449.63
520,560,44,0.15983,332.144,0.68,0.236,2968.78
280,280,45,0.134056,248.851,0.584,0.18,2425.59
240,840,46,0.153505,274.135,0.66,0.188,1526.91
240,800,47,0.157269,291.042,0.72,0.204,1740.86
40,960,48,0.107987,159.937,0.532,0.08,304.257
160,440,49,0.148245,298.849,0.592,0.152,2190.34
840,800,50,0.0957956,140.914,0.536,0.104,458.325
960,520,51,0.0748532,109.102,0.416,0.084,209.91
120,880,52,0.127748,224.761,0.548,0.16,1051.47
560,320,53,0.129382,211.315,0.624,0.124,2474.09
200,800,54,0.149503,286.736,0.62,0.2,1944.04
840,960,55,0.0792283,101.507,0.376,0.104,209.151
680,360,56,0.118277,190.069,0.54,0.116,474.011
920,280,57,0.0667279,74.3078,0.292,0.108,150.458
400,80,58,0.0930964,133.778,0.552,0.072,1038.48
960,120,59,0.0586802,52.6668,0.272,0.088,70.3262
160,240,60,0.117725,194.597,0.528,0.092,1846.79
800,80,61,0.057671,61.0616,0.268,0.104,77.6662
680,840,62,0.116441,194.401,0.544,0.124,1156.4
560,200,63,0.110814,178.343,0.496,0.132,340.402
360,280,64,0.13783,241.233,0.604,0.156,2474.11
480,760,65,0.161112,307.166,0.676,0.228,2647.25
880,600,66,0.0928423,122.764,0.492,0.092,301.748
400,480,67,0.163031,317.129,0.676,0.224,2982.91
840,360,68,0.0840754,115.925,0.452,0.104,255.935
680,520,69,0.134709,248.954,0.592,0.176,1964.39
720,360,70,0.11213,186.561,0.472,0.12,420.343
440,200,71,0.114076,177.013,0.552,0.116,1979.96
720,520,72,0.122416,219.302,0.556,0.132,1617.71
