x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
800,320,0,0.0955528,139.48,0.52,0.008,276.781
80,600,1,0.148233,276.241,0.712,0.164,2091.57
640,120,2,0.0914632,124.773,0.468,0,292.38
320,160,3,0.112005,173.592,0.56,0.036,1804.13
440,600,4,0.171077,368.361,0.812,0.268,3297.71
840,680,5,0.0960323,134.591,0.444,0.008,869.64
280,680,6,0.168044,339.053,0.78,0.28,2784.18
640,880,7,0.116644,193.152,0.528,0.052,1032.51
760,560,8,0.115364,210.105,0.572,0.048,1653.62
720,720,9,0.122053,199.587,0.612,0.064,1541.69
400,520,10,0.170495,377.728,0.792,0.264,3374.93
600,720,11,0.146827,281.707,0.652,0.152,2247.08
720,520,12,0.128581,261.529,0.612,0.064,1918.26
560,560,13,0.156345,298.651,0.72,0.22,2877.71
840,160,14,0.0634492,61.1391,0.2,0.012,119.488
440,200,15,0.114651,184.992,0.58,0.048,2033.63
920,800,16,0.0772159,90.002,0.368,0.016,181.62
160,560,17,0.161388,333.787,0.752,0.204,2668.19
280,880,18,0.140774,269.522,0.624,0.16,1552.21
720,760,19,0.117186,194.157,0.596,0.052,1294.51
320,800,20,0.154108,362.695,0.728,0.208,2358.51
600,360,21,0.13279,233.196,0.604,0.112,2435.72
360,160,22,0.11138,173.186,0.584,0.032,1801.81
320,880,23,0.142,265.29,0.628,0.164,1774.42
40,680,24,0.137145,248.687,0.644,0.128,1677.65
640,680,25,0.140859,247.347,0.636,0.14,2219.82
640,360,26,0.125398,186.183,0.628,0.056,2052
480,240,27,0.124138,205.51,0.588,0.064,2146.92
480,400,28,0.15218,283.29,0.712,0.188,3035.85
520,640,29,0.159851,323.097,0.744,0.236,2804.69
320,560,30,0.168488,396.422,0.768,0.268,3273.16
680,680,31,0.136512,249.479,0.644,0.104,1910.48
880,680,32,0.0943872,126.563,0.492,0.008,286.696
80,840,33,0.131613,237.699,0.628,0.1,1206.78
360,800,34,0.157804,300.799,0.72,0.2,2330.4
200,80,35,0.0927693,127.748,0.5,0,1042.56
360,560,36,0.17041,353.066,0.828,0.276,3208.95
480,760,37,0.158643,313.154,0.756,0.22,2629.36
480,600,38,0.164231,354.3,0.744,0.236,3063.37
880,280,39,0.0732338,85.3192,0.328,0.008,162.564
760,520,40,0.116771,183.095,0.592,0.044,1571.82
920,560,41,0.0865257,110.09,0.44,0.016,230.467
640,320,42,0.116549,196.125,0.572,0.056,402.734
360,240,43,0.129645,241.479,0.632,0.104,2430.56
400,200,44,0.116115,181.031,0.572,0.048,1928.98
400,280,45,0.138835,245.069,0.624,0.124,2589.3
400,920,46,0.136642,269.789,0.62,0.124,1458.22
400,640,47,0.171717,369.143,0.784,0.288,3340.85
600,40,48,0.0746649,92.083,0.308,0.004,178.321
400,720,49,0.1651,355.381,0.76,0.244,2793.12
720,640,50,0.123719,216.188,0.56,0.076,1783.81
560,440,51,0.149741,299.335,0.72,0.168,2906.89
160,240,52,0.11659,207.056,0.512,0.048,1861.08
280,440,53,0.164338,352.845,0.724,0.216,3336.12
680,200,54,0.0952046,136.766,0.496,0,284.034
800,400,55,0.10036,148.728,0.488,0.004,305.958
120,760,56,0.143808,252.151,0.68,0.156,1740.99
480,280,57,0.131771,236.062,0.6,0.096,2470.92
240,80,58,0.09315,131.1,0.452,0.008,1152.36
640,280,59,0.110521,175.971,0.532,0.036,357.317
800,880,60,0.0912227,125.14,0.468,0.008,394.999
840,920,61,0.0807137,104.029,0.4,0.004,228.803
720,40,62,0.061592,63.6937,0.208,0.012,119.736
80,120,63,0.0870368,112.056,0.452,0.004,818.801
160,720,64,0.156809,325.324,0.72,0.2,2178.22
80,280,65,0.115692,232.193,0.58,0.048,1677.25
360,320,66,0.144648,276.727,0.676,0.144,2771.26
120,640,67,0.15146,297.902,0.668,0.192,2245.51
960,920,68,0.0595937,58.2563,0.14,0.008,101.093
40,240,69,0.10277,155.443,0.5,0.004,1280.37
320,840,70,0.153349,316.188,0.7,0.184,2116.48
920,200,71,0.0570804,58.5466,0.116,0.008,82.1735
800,360,72,0.097591,133.717,0.5,0.008,297.705
720,880,73,0.104565,142.636,0.5,0.024,698.677
640,840,74,0.125255,197.168,0.588,0.064,1417.04
560,920,75,0.121988,196.711,0.58,0.056,1055.27
440,440,76,0.164554,336.856,0.756,0.216,3263.77
560,600,77,0.157877,308.347,0.7,0.204,2812.11
200,40,78,0.0849858,104.942,0.448,0.012,840.878
800,760,79,0.106745,167.35,0.548,0.004,928.566
960,520,80,0.0749845,81.8715,0.348,0.008,177.888
880,120,81,0.0529459,47.7323,0.108,0.004,74.0294
280,920,82,0.135248,269.222,0.592,0.128,1385.12
760,760,83,0.110997,191.179,0.552,0.036,1150.79
400,680,84,0.168752,367.757,0.796,0.268,3073.45
440,840,85,0.151999,290.883,0.732,0.176,2030.1
440,480,86,0.163442,314.994,0.804,0.232,3282.39
920,480,87,0.0817527,95.6939,0.42,0.012,209.555
280,960,88,0.129034,229.83,0.592,0.08,1069.71
680,80,89,0.0744063,83.76,0.344,0.012,177.029
240,800,90,0.156871,393.287,0.72,0.196,2234.26
760,880,91,0.100054,150.331,0.52,0.004,615.209
680,920,92,0.10573,179.178,0.504,0.028,653.96
520,440,93,0.158332,393.654,0.72,0.18,2996.82
680,320,94,0.110152,178.983,0.532,0.032,382.822
440,280,95,0.136247,258.685,0.66,0.104,2647.84
560,80,96,0.0883293,106.643,0.424,0.004,249.706
