x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
40,240,0,0.105466,159.996,0.504,0.084,1353.37
240,800,1,0.157269,291.042,0.72,0.204,1740.86
160,520,2,0.161043,335.754,0.64,0.228,2122.77
840,560,3,0.100058,156.577,0.504,0.104,281.039
480,600,4,0.16725,388.159,0.668,0.252,2959.01
240,360,5,0.148036,283.844,0.632,0.204,2108
880,120,6,0.0550673,46.6885,0.256,0.132,62.6979
760,160,7,0.0773985,84.8929,0.42,0.088,236.651
880,320,8,0.0810874,104.113,0.452,0.092,214.067
760,960,9,0.0896132,133.52,0.488,0.088,234.008
