x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
240,720,0,0.164319,358.986,0.736,0.236,2090.3
560,320,1,0.12865,241.222,0.608,0.128,2059.1
680,840,2,0.117541,182.651,0.548,0.096,1028.03
640,480,3,0.136044,261.001,0.592,0.14,2498.3
400,120,4,0.100885,116.375,0.488,0.064,1461.46
240,200,5,0.116944,183.169,0.6,0.076,1938.07
320,720,6,0.164145,382.996,0.76,0.252,2252.63
400,80,7,0.098449,156.011,0.52,0.036,1018.37
480,760,8,0.158124,317.485,0.692,0.188,2414.01
320,440,9,0.159701,318.366,0.684,0.224,2628.24
