x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
920,640,0,0.0829085,117.744,0.472,0.104,245.36
960,840,1,0.0661116,70.4407,0.28,0.108,196.494
120,600,2,0.158276,316.446,0.588,0.216,2130.69
280,720,3,0.164235,339.45,0.664,0.232,2813.54
160,240,4,0.117725,194.597,0.528,0.092,1846.79
360,640,5,0.173897,395.063,0.676,0.248,2990.24
160,280,6,0.12924,261.728,0.588,0.116,1821.32
200,160,7,0.105934,175.551,0.472,0.072,1426.77
480,240,8,0.121206,190.775,0.504,0.196,2260.37
360,720,9,0.16804,360.605,0.66,0.252,2507.43
640,760,10,0.134128,242.261,0.576,0.164,1707.15
400,480,11,0.163031,317.129,0.676,0.224,2982.91
440,560,12,0.166928,345.736,0.684,0.232,2911.13
480,480,13,0.164943,332.807,0.648,0.212,3255.95
800,680,14,0.104756,162.27,0.5,0.124,980.699
360,600,15,0.170449,337.626,0.704,0.292,3500
920,560,16,0.0858426,123.724,0.476,0.124,191.172
240,840,17,0.153505,274.135,0.66,0.188,1526.91
520,200,18,0.111304,180.954,0.548,0.128,1411.28
840,520,19,0.101912,155.225,0.512,0.132,369.213
720,720,20,0.120468,222.859,0.524,0.128,1437.31
480,120,21,0.0994491,149.621,0.484,0.096,284.994
320,720,22,0.167523,351.11,0.64,0.264,2449.63
480,640,23,0.167278,338.273,0.692,0.216,3238.52
280,760,24,0.159985,326.097,0.704,0.204,1753.9
560,680,25,0.152705,326.877,0.612,0.244,2680.55
160,800,26,0.150254,269.41,0.616,0.188,1649.86
40,600,27,0.134197,229.982,0.608,0.136,1712.06
880,200,28,0.0602017,59.2739,0.304,0.12,86.5412
680,840,29,0.116441,194.401,0.544,0.124,1156.4
360,280,30,0.13783,241.233,0.604,0.156,2474.11
600,480,31,0.143408,287.144,0.58,0.18,2773.8
800,120,32,0.0663653,73.1971,0.34,0.1,127.392
80,200,33,0.100865,156.968,0.528,0.08,1342.22
160,960,34,0.117549,165.244,0.512,0.152,521.496
920,480,35,0.0802692,91.3133,0.416,0.128,145.716
160,760,36,0.147709,307.506,0.624,0.204,1395.53
840,480,37,0.101629,138.225,0.484,0.1,275.324
440,600,38,0.169425,349.477,0.712,0.264,2511.36
200,240,39,0.121775,193.976,0.556,0.14,1380.24
520,840,40,0.141588,284.377,0.628,0.184,1898.68
800,400,41,0.100433,144.651,0.54,0.1,309.677
320,480,42,0.162149,357.123,0.656,0.236,3341.79
360,120,43,0.102174,137.295,0.54,0.108,1559.7
360,520,44,0.175247,369.814,0.664,0.256,3471.7
440,920,45,0.136843,240.747,0.6,0.172,1042.17
40,240,46,0.105466,159.996,0.504,0.084,1353.37
680,800,47,0.122692,214.71,0.54,0.1,1175.3
80,240,48,0.108232,167.406,0.492,0.096,1440.17
360,760,49,0.165545,375.481,0.632,0.256,2838.84
200,200,50,0.112156,193.55,0.536,0.188,1371.42
480,40,51,0.0835737,101.815,0.448,0.136,199.9
720,80,52,0.0704057,82.3027,0.32,0.068,186.402
960,120,53,0.0586802,52.6668,0.272,0.088,70.3262
320,800,54,0.157737,313.647,0.624,0.2,2063.64
800,520,55,0.106989,160.472,0.516,0.104,411.659
440,720,56,0.166803,355.233,0.672,0.212,2052.34
760,600,57,0.114256,168.219,0.58,0.124,1210.64
720,160,58,0.0862799,146.313,0.456,0.092,283.868
40,280,59,0.109178,160.862,0.508,0.116,1076.29
280,880,60,0.143088,268.073,0.612,0.188,1753.05
600,520,61,0.147943,319.925,0.616,0.224,2837.46
440,160,62,0.107934,166.25,0.536,0.112,1840.54
480,800,63,0.150825,331.953,0.612,0.224,2277.45
160,320,64,0.132787,271.353,0.556,0.12,2343.69
640,880,65,0.117604,210.532,0.528,0.14,1159.4
40,680,66,0.136721,261.11,0.628,0.152,1783.58
120,240,67,0.112701,175.553,0.496,0.096,1275.93
440,640,68,0.169052,331.059,0.688,0.28,2282.9
600,640,69,0.154022,339.458,0.648,0.2,1935.6
880,480,70,0.0919712,123.325,0.528,0.092,200.791
520,560,71,0.15983,332.144,0.68,0.236,2968.78
760,40,72,0.0553028,43.001,0.24,0.104,135.634
920,880,73,0.0678099,72.8817,0.344,0.092,187.217
360,360,74,0.153918,328.302,0.668,0.176,2303.44
640,440,75,0.134334,265.216,0.552,0.188,2379.64
40,520,76,0.138555,246.42,0.648,0.164,1828.19
40,440,77,0.13244,256.176,0.58,0.172,1377.13
760,960,78,0.0896132,133.52,0.488,0.088,234.008
880,120,79,0.0550673,46.6885,0.256,0.132,62.6979
800,960,80,0.0815999,101.454,0.428,0.096,243.886
160,200,81,0.106215,168.419,0.54,0.128,1219.61
840,240,82,0.0741322,77.7596,0.404,0.1,218.551
520,480,83,0.161665,334.677,0.68,0.192,3133.9
680,920,84,0.106545,169.19,0.512,0.088,663.027
640,120,85,0.0867523,102.503,0.408,0.084,219.642
40,40,86,0.0663962,67.1863,0.316,0.076,447.945
520,640,87,0.160691,339.428,0.632,0.252,2943.02
920,40,88,0.056561,59.5346,0.228,0.128,98.2456
560,960,89,0.120089,203.449,0.556,0.108,693.896
160,640,90,0.159561,323.502,0.66,0.216,2211.06
840,960,91,0.0792283,101.507,0.376,0.104,209.151
920,800,92,0.0785234,93.8705,0.396,0.088,277.321
720,120,93,0.0739089,73.2137,0.392,0.096,136.688
440,200,94,0.114076,177.013,0.552,0.116,1979.96
720,240,95,0.0980255,153.447,0.496,0.128,318.226
840,880,96,0.0848984,115.283,0.436,0.104,260.012
800,600,97,0.107548,163.349,0.524,0.124,1020.69
400,120,98,0.104144,159.423,0.54,0.08,1200.22
240,560,99,0.164733,353.275,0.68,0.276,2986.34
640,160,100,0.0896509,134.086,0.488,0.12,242.634
680,960,101,0.101266,150.02,0.552,0.108,506.517
520,280,102,0.12877,258.015,0.568,0.116,2477.84
160,480,103,0.154948,340.05,0.648,0.184,2213.53
320,280,104,0.137059,258.135,0.636,0.172,2173.48
480,760,105,0.161112,307.166,0.676,0.228,2647.25
760,400,106,0.111305,182.122,0.504,0.108,283.805
920,520,107,0.083506,104.733,0.472,0.128,222.228
960,240,108,0.0531423,39.0483,0.232,0.096,112.649
80,920,109,0.113868,192.878,0.508,0.112,457.41
400,720,110,0.167722,315.915,0.712,0.264,2314.16
480,600,111,0.16725,388.159,0.668,0.252,2959.01
120,760,112,0.147015,302.807,0.592,0.16,1826.46
920,400,113,0.0759194,82.3587,0.432,0.08,178.955
800,160,114,0.0685975,68.9805,0.332,0.096,224.281
80,320,115,0.123727,215.676,0.568,0.108,1350.58
360,840,116,0.149302,312.326,0.656,0.236,1591.21
280,560,117,0.171776,348.613,0.704,0.276,2596.68
80,960,118,0.11222,175.41,0.532,0.128,403.877
80,720,119,0.142531,311.68,0.62,0.168,1388.48
720,920,120,0.0979869,129.917,0.492,0.088,605.017
640,480,121,0.140762,318.551,0.64,0.184,2097.86
880,320,122,0.0810874,104.113,0.452,0.092,214.067
160,720,123,0.155979,317.467,0.58,0.216,1923.88
240,800,124,0.157269,291.042,0.72,0.204,1740.86
720,400,125,0.113209,190.289,0.508,0.12,345.357
200,920,126,0.124463,216.36,0.544,0.136,1090.09
200,720,127,0.1592,301.78,0.708,0.208,1722.44
480,680,128,0.163593,326.643,0.684,0.236,2556.54
560,200,129,0.110814,178.343,0.496,0.132,340.402
120,280,130,0.120205,193.741,0.568,0.112,1934.09
120,520,131,0.154496,258.631,0.624,0.188,2149.29
880,400,132,0.0833235,115.818,0.412,0.096,252.283
840,440,133,0.0949274,141.487,0.476,0.108,335.293
680,440,134,0.130842,240.107,0.612,0.128,1816.72
560,80,135,0.0871317,125.473,0.5,0.108,247.745
400,520,136,0.167621,380.998,0.656,0.264,3139.9
400,160,137,0.109702,195.452,0.528,0.132,1622.72
200,40,138,0.0825951,99.0903,0.476,0.12,629.712
760,800,139,0.108737,166.805,0.524,0.144,745.374
840,680,140,0.100996,157.13,0.532,0.1,787.44
80,640,141,0.146019,278.249,0.572,0.212,1609.84
760,560,142,0.117851,195.703,0.552,0.14,1435.48
400,960,143,0.128269,252.082,0.568,0.192,1120.81
920,440,144,0.0792778,96.5065,0.416,0.096,235.474
920,200,145,0.0584912,55.7958,0.244,0.068,135.133
120,400,146,0.140437,234.053,0.664,0.192,2105.31
360,920,147,0.133798,239.412,0.588,0.176,995.649
120,920,148,0.126319,217.722,0.592,0.136,624.126
960,520,149,0.0748532,109.102,0.416,0.084,209.91
80,280,150,0.114021,176.187,0.56,0.112,1207.91
680,160,151,0.0879624,120.816,0.476,0.16,253.313
440,360,152,0.145434,301.705,0.616,0.236,2359.83
600,720,153,0.148945,273.958,0.628,0.224,2193.9
800,320,154,0.0903937,134.175,0.448,0.104,194.099
440,880,155,0.143636,284.334,0.556,0.192,1695.36
960,40,156,0.0546257,48.6379,0.232,0.088,90.7796
760,760,157,0.112886,182.238,0.576,0.108,884.253
120,880,158,0.127748,224.761,0.548,0.16,1051.47
720,360,159,0.11213,186.561,0.472,0.12,420.343
800,560,160,0.1096,178.343,0.544,0.116,261.504
320,80,161,0.0949019,132.714,0.464,0.092,1358.06
280,960,162,0.128526,234.573,0.568,0.108,878.83
680,680,163,0.133348,230.162,0.56,0.188,1351.8
40,320,164,0.116426,187.325,0.556,0.1,1319.26
520,520,165,0.158728,314.544,0.64,0.268,3065.47
120,320,166,0.128897,227.812,0.564,0.148,1701.99
680,400,167,0.123747,205.907,0.548,0.128,455.228
240,40,168,0.081901,107.042,0.424,0.116,674.282
40,880,169,0.114952,191.939,0.52,0.124,678.331
680,480,170,0.135902,239.014,0.592,0.168,2321.91
120,160,171,0.10023,147.57,0.472,0.076,1189.9
80,520,172,0.145055,287.309,0.588,0.176,2102.16
400,760,173,0.168236,339.72,0.66,0.216,2265.43
280,160,174,0.10939,180.511,0.604,0.12,1507.14
400,80,175,0.0930964,133.778,0.552,0.072,1038.48
600,200,176,0.103,150.681,0.472,0.1,396.813
240,480,177,0.163582,324.506,0.704,0.256,2921.4
320,560,178,0.170079,361.742,0.688,0.276,3401.55
200,800,179,0.149503,286.736,0.62,0.2,1944.04
880,160,180,0.0570065,61.2231,0.272,0.06,120.506
760,680,181,0.116199,204.679,0.536,0.14,1088.1
120,960,182,0.112912,157.895,0.524,0.12,556.506
480,840,183,0.147512,278.178,0.648,0.192,1684.58
200,600,184,0.162815,354.813,0.696,0.256,2814.76
240,200,185,0.118368,198.908,0.536,0.148,1802.24
720,880,186,0.104982,149.655,0.516,0.136,619.106
760,360,187,0.101211,129.722,0.492,0.116,232.268
160,520,188,0.161043,335.754,0.64,0.228,2122.77
400,320,189,0.14231,265.019,0.58,0.212,2740.94
200,760,190,0.155076,343.385,0.676,0.256,1768.65
920,360,191,0.0709974,76.6571,0.372,0.112,166.938
280,280,192,0.134056,248.851,0.584,0.18,2425.59
720,40,193,0.0586522,60.7012,0.3,0.116,166.418
