x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
120,600,0,0.158276,316.446,0.588,0.216,2130.69
120,840,1,0.13616,255.58,0.644,0.164,1180.97
400,200,2,0.1144,188.385,0.492,0.12,1705.73
760,400,3,0.111305,182.122,0.504,0.108,283.805
440,440,4,0.15814,309.7,0.688,0.22,2741.9
840,80,5,0.0561549,54.9355,0.3,0.116,69.4411
40,560,6,0.135103,253.082,0.596,0.164,1828.94
40,320,7,0.116426,187.325,0.556,0.1,1319.26
640,480,8,0.140762,318.551,0.64,0.184,2097.86
680,120,9,0.0775578,105.016,0.38,0.092,278.574
