x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
680,720,0,0.127057,274.101,0.608,0.108,1720.21
40,240,1,0.10277,155.443,0.5,0.004,1280.37
720,520,2,0.128581,261.529,0.612,0.064,1918.26
920,80,3,0.0528846,45.8697,0.116,0.004,51.4135
600,720,4,0.146827,281.707,0.652,0.152,2247.08
80,240,5,0.108257,152.658,0.528,0.036,1502.99
440,880,6,0.142869,291.568,0.632,0.144,1793.57
40,840,7,0.121099,200.342,0.608,0.056,940.086
800,320,8,0.0955528,139.48,0.52,0.008,276.781
720,120,9,0.0746837,86.4026,0.356,0.012,160.783
