x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
480,840,0,0.149879,301.196,0.692,0.164,2098.44
880,680,1,0.0943872,126.563,0.492,0.008,286.696
240,600,2,0.165584,350.828,0.756,0.264,2910.95
400,120,3,0.102459,142.652,0.508,0.012,1477.23
880,280,4,0.0732338,85.3192,0.328,0.008,162.564
40,680,5,0.137145,248.687,0.644,0.128,1677.65
320,840,6,0.153349,316.188,0.7,0.184,2116.48
640,160,7,0.0930673,141.659,0.452,0.004,293.739
400,960,8,0.132031,241.03,0.608,0.088,1144.31
200,280,9,0.127691,227.41,0.592,0.096,2152.79
