x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
320,680,0,0.171907,337.509,0.7,0.264,3033.04
80,320,1,0.123797,197.631,0.572,0.088,1594.93
400,200,2,0.115273,201.531,0.54,0.092,1606.15
880,640,3,0.094775,127.67,0.488,0.048,316.921
960,640,4,0.074623,87.6598,0.408,0.056,177.606
640,440,5,0.137615,256.649,0.644,0.136,1893.01
280,880,6,0.143986,261.435,0.652,0.168,1706.25
440,360,7,0.147963,274.555,0.62,0.216,2286.85
600,80,8,0.0793445,97.5405,0.4,0.048,252.338
680,480,9,0.135371,242.019,0.592,0.132,1984.27
920,880,10,0.0692364,80.5495,0.332,0.044,184.015
360,200,11,0.118968,190.117,0.568,0.084,2130.96
680,40,12,0.0657063,58.0408,0.26,0.02,182.015
800,160,13,0.069009,63.5683,0.3,0.064,185.42
440,480,14,0.163541,316.296,0.676,0.22,3174.38
600,840,15,0.131778,233.07,0.596,0.12,1427.2
880,720,16,0.091642,125.77,0.472,0.048,437.322
200,800,17,0.149394,283.838,0.644,0.168,1486.54
800,560,18,0.109621,177.34,0.564,0.072,360.565
680,400,19,0.119533,202.88,0.524,0.084,474.828
320,960,20,0.127168,244.925,0.56,0.132,1094.43
600,40,21,0.0750387,86.4769,0.384,0.048,173.608
960,360,22,0.0665784,82.3646,0.368,0.044,131.79
240,200,23,0.116944,183.169,0.6,0.076,1938.07
480,760,24,0.158124,317.485,0.692,0.188,2414.01
440,840,25,0.148809,313.773,0.624,0.156,1656.34
320,480,26,0.169512,352.019,0.72,0.244,3154.65
520,720,27,0.160166,299.76,0.68,0.236,2344.75
840,720,28,0.0974174,154.421,0.48,0.044,779.107
200,960,29,0.118132,192.975,0.576,0.084,868.201
560,320,30,0.12865,241.222,0.608,0.128,2059.1
920,480,31,0.0801398,100.329,0.372,0.052,235.55
80,760,32,0.139456,240.544,0.592,0.148,1641.51
960,40,33,0.0539363,49.8617,0.216,0.06,50
120,400,34,0.138389,242.224,0.604,0.152,2249.19
640,600,35,0.14294,285.569,0.624,0.16,2478.63
800,760,36,0.101138,143.497,0.524,0.048,652.74
520,360,37,0.142082,283.153,0.612,0.156,2201.99
680,680,38,0.133546,241.778,0.62,0.128,1461.79
640,280,39,0.112686,188.134,0.516,0.072,327.13
240,720,40,0.164319,358.986,0.736,0.236,2090.3
480,40,41,0.0853237,121.515,0.42,0.044,175.75
440,200,42,0.113072,181.262,0.512,0.076,1515.91
560,200,43,0.107715,189.094,0.48,0.056,299.764
240,920,44,0.133549,225.406,0.592,0.136,980.083
560,440,45,0.147555,276.576,0.636,0.176,2520.62
880,920,46,0.0781917,89.16,0.396,0.064,197.291
400,680,47,0.168634,348.384,0.708,0.268,2517.4
840,360,48,0.0879135,117.784,0.476,0.04,200.101
680,200,49,0.0961814,154.702,0.468,0.044,269.866
560,840,50,0.139716,268.561,0.644,0.144,1723.31
920,240,51,0.0602605,71.3791,0.268,0.048,71.1211
