x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
480,240,0,0.120931,235.939,0.572,0.08,2070.51
440,480,1,0.163541,316.296,0.676,0.22,3174.38
360,760,2,0.162231,345.928,0.652,0.256,2475.1
800,120,3,0.0637071,63.7044,0.268,0.064,137.456
920,480,4,0.0801398,100.329,0.372,0.052,235.55
400,680,5,0.168634,348.384,0.708,0.268,2517.4
760,840,6,0.103604,179.248,0.444,0.036,663.706
400,960,7,0.126459,232.301,0.588,0.128,899.313
680,120,8,0.0808624,97.334,0.392,0.052,180.193
520,360,9,0.142082,283.153,0.612,0.156,2201.99
