x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
800,880,0,0.0917132,132.515,0.452,0.1,419.969
240,280,1,0.134661,263.724,0.604,0.184,2073.38
960,840,2,0.0661116,70.4407,0.28,0.108,196.494
800,600,3,0.107548,163.349,0.524,0.124,1020.69
80,280,4,0.114021,176.187,0.56,0.112,1207.91
920,800,5,0.0785234,93.8705,0.396,0.088,277.321
960,160,6,0.0533046,41.9648,0.24,0.096,86.0899
440,160,7,0.107934,166.25,0.536,0.112,1840.54
880,880,8,0.0766926,95.4311,0.392,0.108,216.018
600,800,9,0.137246,242.16,0.58,0.176,1607.44
