x,y,z,name,phi,kx,facies,ntg,prod
920,800,0.0,0,0.0449498,6.85163,1.0,0,0.0108690677285
920,800,6.0,0,0.0462991,12.7389,1.0,0,0.0111953430899
920,800,12.0,0,0.027176,88.6836,1.0,0,0.00657128221867
920,800,18.0,0,0.0565004,6.85163,1.0,0,0.0136620637258
920,800,24.0,0,0.0307675,15.9798,1.0,0,0.00743973380938
920,800,30.0,0,0.0200049,15.2704,1.0,0,0.00483727149567
920,800,36.0,0,0.0376091,6.85163,1.0,0,0.00909404871974
920,800,42.0,0,0.0279348,15.674,1.0,0,0.00675476259609
920,800,48.0,0,0.0589155,14.535,1.0,0,0.0142460446953
920,800,54.0,0,0.0318392,31.7386,1.0,0,0.00769885545956
920,800,60.0,0,0.0321528,15.2472,1.0,0,0.00777468503036
920,800,66.0,0,0.02,14.8419,1.0,0,0.00483609230105
920,800,72.0,0,0.028346,14.7355,1.0,0,0.00685419361828
920,800,78.0,0,0.0224613,15.5536,1.0,0,0.005431244654
920,800,84.0,0,0.022115,14.6167,4.0,0,0.00534749887808
920,800,90.0,0,0.022346,15.1107,1.0,0,0.00540336673786
920,800,96.0,0,0.02,13.4657,1.0,0,0.00483609230105
920,800,102.0,0,0.0298888,13.0688,1.0,0,0.00722726147608
920,800,108.0,0,0.02,8.93205,1.0,0,0.00483609230105
920,800,114.0,0,0.0215963,8.93507,1.0,0,0.00522207677238
920,800,120.0,0,0.0224677,8.61699,4.0,0,0.00543278791825
920,800,126.0,0,0.0203403,10.7451,1.0,0,0.00491838839412
920,800,132.0,0,0.0352988,25.3094,1.0,0,0.00853541858222
920,800,138.0,0,0.0248851,15.1476,1.0,0,0.00601732589139
920,800,144.0,0,0.0372264,6.85163,1.0,0,0.00900151675207
920,800,150.0,0,0.0328492,16.1158,1.0,0,0.00794308495103
920,800,156.0,0,0.0329167,6.85163,1.0,0,0.00795942010099
920,800,162.0,0,0.0398141,17.5211,1.0,0,0.00962724063702
920,800,168.0,0,0.0309218,28.5334,1.0,0,0.00747702865158
920,800,174.0,0,0.0317158,16.7793,1.0,0,0.0076690279761
920,800,180.0,0,0.0285951,16.4147,1.0,0,0.00691442580932
920,800,186.0,0,0.0333904,16.4985,1.0,0,0.00807395300651
920,800,192.0,0,0.0500644,16.6949,1.0,0,0.0121058063544
920,800,198.0,0,0.0324711,6.85163,1.0,0,0.00785165884024
920,800,204.0,0,0.0309312,16.8656,1.0,0,0.00747930130828
920,800,210.0,0,0.0321148,16.8542,1.0,0,0.00776551303829
920,800,216.0,0,0.040976,17.9427,1.0,0,0.00990818630228
920,800,222.0,0,0.0596461,49.6862,1.0,0,0.0144227070204
920,800,228.0,0,0.02,49.2123,1.0,0,0.00483609230105
920,800,234.0,0,0.02,17.4051,1.0,0,0.00483609230105
920,800,240.0,0,0.02,17.8027,1.0,0,0.00483609230105
920,800,246.0,0,0.020431,17.8919,1.0,0,0.00494030500254
920,800,252.0,0,0.066435,55.8201,1.0,0,0.0160642816694
920,800,258.0,0,0.05724,17.7379,1.0,0,0.0138408865075
920,800,264.0,0,0.0342174,17.9598,1.0,0,0.00827393214229
920,800,270.0,0,0.0372956,17.0085,1.0,0,0.00901824728305
920,800,276.0,0,0.0579181,16.8246,2.0,0,0.0140048646618
920,800,282.0,0,0.076973,17.9353,2.0,0,0.018612429292
920,800,288.0,0,0.058577,17.7672,2.0,0,0.0141641965254
920,800,294.0,0,0.0748314,6.85163,2.0,0,0.018094572479
920,800,300.0,0,0.0343948,17.4992,2.0,0,0.00831681399639
920,800,306.0,0,0.0790232,16.4091,2.0,0,0.0191081666806
920,800,312.0,0,0.102201,61.6857,2.0,1,0.0247127209941
920,800,318.0,0,0.0576564,86.4535,2.0,0,0.0139415833105
920,800,324.0,0,0.076372,84.9281,2.0,0,0.0184671101608
920,800,330.0,0,0.0972615,84.8216,2.0,0,0.0235182858043
920,800,336.0,0,0.10295,84.8216,2.0,1,0.024893743328
920,800,342.0,0,0.104073,84.8216,2.0,1,0.0251652373757
920,800,348.0,0,0.0787988,84.8216,2.0,0,0.0190539167175
920,800,354.0,0,0.0837275,84.8216,2.0,0,0.0202456860753
920,800,360.0,0,0.0810766,96.6734,2.0,0,0.0196046841654
920,800,366.0,0,0.0394387,84.8216,2.0,0,0.00953644954743
920,800,372.0,0,0.105238,84.8216,4.0,1,0.0254469468635
920,800,378.0,0,0.0694276,84.8216,2.0,0,0.0167879036745
920,800,384.0,0,0.0640178,84.8216,2.0,0,0.0154798016321
920,800,390.0,0,0.108913,141.508,2.0,1,0.0263355578291
920,800,396.0,0,0.102319,139.602,2.0,1,0.0247411558484
920,800,402.0,0,0.105742,136.123,2.0,1,0.0255689133204
920,800,408.0,0,0.104874,139.539,2.0,0,0.0253590943206
920,800,414.0,0,0.11619,139.825,2.0,1,0.0280953812778
920,800,420.0,0,0.115367,132.433,2.0,1,0.0278963411617
920,800,426.0,0,0.104224,101.949,2.0,1,0.0252019607146
920,800,432.0,0,0.107493,134.317,2.0,1,0.0259922877632
920,800,438.0,0,0.103642,154.954,2.0,1,0.0250610051754
920,800,444.0,0,0.0902993,135.609,1.0,0,0.0218347779774
920,800,450.0,0,0.0879869,140.625,2.0,0,0.0212756489533
920,800,456.0,0,0.0970056,150.668,2.0,0,0.0234563933226
920,800,462.0,0,0.109833,145.871,2.0,1,0.0265582316481
920,800,468.0,0,0.113786,150.933,2.0,1,0.0275138720404
920,800,474.0,0,0.104916,155.663,2.0,1,0.0253691183853
920,800,480.0,0,0.122369,158.062,2.0,1,0.0295894180037
920,800,486.0,0,0.116518,146.492,2.0,1,0.0281746039479
920,800,492.0,0,0.112306,151.567,2.0,1,0.0271562000974
920,800,498.0,0,0.125899,212.243,2.0,1,0.030442939112
920,800,504.0,0,0.128181,138.006,2.0,1,0.0309948668197
920,800,510.0,0,0.127,146.126,2.0,1,0.0307091656487
920,800,516.0,0,0.133234,157.455,2.0,1,0.0322164888184
920,800,522.0,0,0.119454,144.106,2.0,1,0.02888452859
920,800,528.0,0,0.125884,157.079,2.0,1,0.0304393795661
920,800,534.0,0,0.134334,156.977,2.0,1,0.0324825381886
920,800,540.0,0,0.131245,154.516,2.0,1,0.0317356245512
920,800,546.0,0,0.131597,149.25,2.0,1,0.0318207423728
920,800,552.0,0,0.123449,148.987,2.0,1,0.0298504764594
920,800,558.0,0,0.132456,148.137,2.0,1,0.0320285324995
920,800,564.0,0,0.13166,152.21,2.0,1,0.0318361157918
920,800,570.0,0,0.132113,147.558,2.0,1,0.0319456201611
920,800,576.0,0,0.135415,147.558,2.0,1,0.0327439766653
920,800,582.0,0,0.127676,147.558,2.0,1,0.0308727626421
920,800,588.0,0,0.137564,147.558,2.0,1,0.033263583529
920,800,594.0,0,0.0848286,147.558,2.0,0,0.0205119519191
920,800,600.0,0,0.0864432,147.558,2.0,0,0.0209023724289
920,800,606.0,0,0.0715592,147.558,2.0,0,0.0173033467626
920,800,612.0,0,0.134685,147.558,3.0,1,0.0325673999513
920,800,618.0,0,0.0492508,147.558,2.0,0,0.0119090723531
920,800,624.0,0,0.0851922,147.558,2.0,0,0.0205998588235
920,800,630.0,0,0.0772948,192.514,2.0,0,0.0186902476941
920,800,636.0,0,0.102561,225.031,2.0,1,0.0247997887674
920,800,642.0,0,0.136143,216.48,2.0,1,0.0329200122638
920,800,648.0,0,0.137383,216.443,2.0,1,0.0332198992446
920,800,654.0,0,0.150547,224.898,2.0,1,0.0364029569998
920,800,660.0,0,0.154569,234.955,2.0,1,0.0373754638934
920,800,666.0,0,0.159057,224.738,2.0,1,0.0384606922336
920,800,672.0,0,0.136143,226.076,3.0,1,0.0329200122638
920,800,678.0,0,0.127506,234.955,3.0,1,0.0308314502132
920,800,684.0,0,0.138788,215.724,3.0,1,0.0335596419146
920,800,690.0,0,0.13755,215.229,3.0,1,0.0332602315004
920,800,696.0,0,0.143865,231.031,3.0,1,0.0347871665135
920,800,702.0,0,0.136143,207.342,3.0,1,0.0329200122638
920,800,708.0,0,0.14291,229.381,3.0,1,0.0345562419074
920,800,714.0,0,0.13433,211.724,3.0,1,0.0324816290151
920,800,720.0,0,0.138229,230.492,3.0,1,0.033424402077
920,800,726.0,0,0.145181,232.053,3.0,1,0.0351053187647
920,800,732.0,0,0.136143,225.676,3.0,1,0.0329200122638
920,800,738.0,0,0.125054,234.955,3.0,1,0.030238560973
920,800,744.0,0,0.0965386,127.874,1.0,0,0.0233434811307
920,800,750.0,0,0.101339,114.306,1.0,1,0.02450418473
920,800,756.0,0,0.0560903,44.2561,1.0,0,0.013562900401
920,800,762.0,0,0.0503308,38.1018,1.0,0,0.0121702210352
920,800,768.0,0,0.0392787,35.2886,1.0,0,0.00949775966707
920,800,774.0,0,0.0287741,22.6952,1.0,0,0.00695770275178
920,800,780.0,0,0.0223013,22.6673,1.0,0,0.00539255878905
920,800,786.0,0,0.0339942,6.85163,1.0,0,0.00821995133895
920,800,792.0,0,0.0482731,18.4256,1.0,1,0.011672664157
920,800,798.0,0,0.0217622,14.2016,1.0,0,0.00526221187789
920,800,804.0,0,0.02,9.33073,1.0,0,0.00483609230105
920,800,810.0,0,0.0204622,9.79179,1.0,0,0.00494785238224
920,800,816.0,0,0.0345931,9.79934,1.0,0,0.00836475934811
920,800,822.0,0,0.0482731,18.8671,1.0,0,0.011672664157
920,800,828.0,0,0.0214169,18.4479,1.0,0,0.00517869632613
920,800,834.0,0,0.0206839,19.4881,1.0,0,0.0050014531011
920,800,840.0,0,0.02,18.2792,1.0,0,0.00483609230105
920,800,846.0,0,0.0239269,35.1479,1.0,0,0.0057856443837
920,800,852.0,0,0.0482731,69.5155,1.0,0,0.011672664157
920,800,858.0,0,0.0457157,26.8468,1.0,0,0.0110542649263
920,800,864.0,0,0.0423439,30.3028,1.0,0,0.0102389433935
920,800,870.0,0,0.0534633,30.3831,1.0,0,0.0129276845677
920,800,876.0,0,0.0409117,30.9812,1.0,0,0.00989262806608
920,800,882.0,0,0.0482731,28.4523,1.0,0,0.011672664157
920,800,888.0,0,0.0410773,29.9461,1.0,1,0.00993266891961
920,800,894.0,0,0.0451959,29.6137,1.0,0,0.01092856621
920,800,900.0,0,0.0445419,31.1565,1.0,0,0.010770435703
920,800,906.0,0,0.0449595,30.7254,1.0,0,0.0108714206378
920,800,912.0,0,0.0487558,32.9714,1.0,0,0.0117893696876
920,800,918.0,0,0.0200677,28.7341,1.0,0,0.00485245071508
920,800,924.0,0,0.02,29.626,1.0,0,0.00483609230105
920,800,930.0,0,0.0215881,31.0696,1.0,0,0.00522009197118
920,800,936.0,0,0.0314372,72.8214,1.0,0,0.00760165103012
920,800,942.0,0,0.060287,28.6287,1.0,0,0.0145776867609
920,800,948.0,0,0.0478767,28.2959,1.0,0,0.0115768027397
920,800,954.0,0,0.0442526,30.8137,1.0,0,0.0107004718838
920,800,960.0,0,0.0724494,28.9047,1.0,0,0.017518601308
920,800,966.0,0,0.0762092,30.9569,1.0,0,0.0184277287009
920,800,972.0,0,0.0617431,28.6009,1.0,0,0.0149297596647
920,800,978.0,0,0.0633189,33.7799,1.0,0,0.0153108010949
920,800,984.0,0,0.0646216,35.5194,1.0,0,0.0156258047206
920,800,990.0,0,0.0295291,33.8201,1.0,0,0.00714027702486
920,800,996.0,0,0.02,53.9046,1.0,0,0.00483609230105
920,800,1002.0,0,0.0638887,51.5445,1.0,1,0.0154485788399
920,800,1008.0,0,0.02,52.4361,1.0,0,0.00483609230105
920,800,1014.0,0,0.02,54.7267,1.0,0,0.00483609230105
920,800,1020.0,0,0.02,55.7457,1.0,0,0.00483609230105
920,800,1026.0,0,0.021924,57.8667,2.0,0,0.00530132689174
920,800,1032.0,0,0.0763863,54.361,2.0,0,0.0184705633448
