x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
40,840,0,0.121099,200.342,0.608,0.056,940.086
960,880,1,0.06109,62.7694,0.188,0.008,105.137
360,800,2,0.157804,300.799,0.72,0.2,2330.4
320,560,3,0.168488,396.422,0.768,0.268,3273.16
880,360,4,0.0829072,117.234,0.412,0.02,225.976
400,920,5,0.136642,269.789,0.62,0.124,1458.22
840,200,6,0.0683102,82.0505,0.26,0.004,127.307
600,240,7,0.112756,176.577,0.58,0.032,376.355
200,600,8,0.161688,329.944,0.724,0.244,2791.56
360,120,9,0.104494,154.676,0.548,0.004,1503.51
240,640,10,0.169613,388.72,0.78,0.244,3029.22
160,200,11,0.114509,187.737,0.524,0.04,1590.95
280,160,12,0.112606,195.841,0.576,0.032,1664.55
160,560,13,0.161388,333.787,0.752,0.204,2668.19
240,200,14,0.115203,183.782,0.556,0.056,1859.35
760,880,15,0.100054,150.331,0.52,0.004,615.209
640,40,16,0.0698129,72.4488,0.26,0.008,154.137
480,520,17,0.163831,313.727,0.768,0.24,3368.88
800,600,18,0.110072,176.581,0.544,0.028,1349.82
80,520,19,0.142619,272.831,0.656,0.144,2210.97
280,440,20,0.164338,352.845,0.724,0.216,3336.12
600,800,21,0.132657,259.691,0.616,0.132,1629.08
280,480,22,0.173822,356.463,0.852,0.248,3309.75
520,720,23,0.157108,339.169,0.732,0.212,2668.87
920,360,24,0.0715928,98.9268,0.34,0.008,156.619
920,200,25,0.0570804,58.5466,0.116,0.008,82.1735
560,320,26,0.13124,227.373,0.644,0.1,2256.27
600,840,27,0.128439,227.001,0.544,0.112,1541.09
560,80,28,0.0883293,106.643,0.424,0.004,249.706
200,240,29,0.122378,210.621,0.612,0.06,1899.22
760,760,30,0.110997,191.179,0.552,0.036,1150.79
960,40,31,0.056191,55.2287,0.14,0.008,72.3371
520,760,32,0.153926,296.941,0.748,0.192,2432.26
880,520,33,0.0907466,156.135,0.412,0.008,257.856
120,960,34,0.110058,180.562,0.528,0.044,529.364
720,400,35,0.111665,184.932,0.516,0.04,411.317
200,400,36,0.15069,276.649,0.696,0.18,2862.53
680,480,37,0.128706,222.474,0.592,0.1,2086.88
680,360,38,0.117474,191.359,0.624,0.048,430.919
680,280,39,0.105728,154.003,0.516,0.028,360.44
680,320,40,0.110152,178.983,0.532,0.032,382.822
600,80,41,0.0808228,97.6611,0.4,0.008,210.261
480,800,42,0.155781,329.738,0.7,0.172,2301.57
600,520,43,0.153486,322.873,0.688,0.176,2693.63
760,480,44,0.11248,164.373,0.584,0.04,364.215
120,640,45,0.15146,297.902,0.668,0.192,2245.51
240,40,46,0.0834382,113.157,0.408,0.004,909.922
120,600,47,0.152659,309.181,0.716,0.188,2424.27
560,560,48,0.156345,298.651,0.72,0.22,2877.71
960,400,49,0.0704004,69.915,0.248,0,140.563
360,320,50,0.144648,276.727,0.676,0.144,2771.26
