x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
480,480,59,0.159189,380.647,0.728,0.228,3042.28
440,880,60,0.142869,291.568,0.632,0.144,1793.57
280,480,61,0.173822,356.463,0.852,0.248,3309.75
800,320,62,0.0955528,139.48,0.52,0.008,276.781
280,240,63,0.127111,213.268,0.592,0.072,2178.26
880,80,64,0.0531627,49.1769,0.16,0.004,56.9034
640,160,65,0.0930673,141.659,0.452,0.004,293.739
960,880,66,0.06109,62.7694,0.188,0.008,105.137
800,400,67,0.10036,148.728,0.488,0.004,305.958
280,880,68,0.140774,269.522,0.624,0.16,1552.21
320,40,69,0.0865367,106.013,0.376,0.012,1003.85
80,200,70,0.102534,177.909,0.548,0.012,1340.29
720,40,71,0.061592,63.6937,0.208,0.012,119.736
560,680,72,0.153569,298.223,0.672,0.192,2542.7
720,720,73,0.122053,199.587,0.612,0.064,1541.69
840,880,74,0.086968,104.559,0.436,0.016,262.26
560,440,75,0.149741,299.335,0.72,0.168,2906.89
800,840,76,0.100515,162.761,0.496,0.004,567.185
120,600,77,0.152659,309.181,0.716,0.188,2424.27
960,400,78,0.0704004,69.915,0.248,0,140.563
40,680,79,0.137145,248.687,0.644,0.128,1677.65
200,640,80,0.162286,319.092,0.768,0.228,2835.61
120,760,81,0.143808,252.151,0.68,0.156,1740.99
760,320,82,0.100606,142.65,0.488,0.004,335.401
320,880,83,0.142,265.29,0.628,0.164,1774.42
480,720,84,0.161934,318.1,0.744,0.216,2757.05
640,840,85,0.125255,197.168,0.588,0.064,1417.04
520,720,86,0.157108,339.169,0.732,0.212,2668.87
240,200,87,0.115203,183.782,0.556,0.056,1859.35
840,120,88,0.060275,52.1814,0.16,0.02,107.253
640,680,89,0.140859,247.347,0.636,0.14,2219.82
320,440,90,0.163145,354.866,0.788,0.228,3145.27
680,680,91,0.136512,249.479,0.644,0.104,1910.48
760,120,92,0.0735283,85.3893,0.28,0.004,159.726
280,760,93,0.163951,343.042,0.768,0.22,2539.37
400,520,94,0.170495,377.728,0.792,0.264,3374.93
80,240,95,0.108257,152.658,0.528,0.036,1502.99
320,840,96,0.153349,316.188,0.7,0.184,2116.48
880,640,97,0.0929392,135.418,0.496,0.008,300.296
360,520,98,0.169407,322.841,0.784,0.26,3500
200,280,99,0.127691,227.41,0.592,0.096,2152.79
400,120,100,0.102459,142.652,0.508,0.012,1477.23
320,200,101,0.117442,196.516,0.54,0.048,1929.65
640,440,102,0.131736,256.647,0.616,0.112,2262.32
960,120,103,0.0505478,42.6282,0.096,0,50
960,680,104,0.0746685,90.5908,0.296,0.008,196.806
40,520,105,0.139026,259.04,0.628,0.116,2017.17
320,560,106,0.168488,396.422,0.768,0.268,3273.16
280,80,107,0.09441,129.586,0.496,0.004,1149.97
880,480,108,0.0899717,128.611,0.48,0.004,245.739
200,160,109,0.108588,157.953,0.536,0.028,1482.03
440,360,110,0.149242,290.121,0.68,0.176,3108.18
520,280,111,0.131656,246.701,0.616,0.084,2438.17
600,80,112,0.0808228,97.6611,0.4,0.008,210.261
240,720,113,0.159678,319.117,0.704,0.248,2569.82
200,400,114,0.15069,276.649,0.696,0.18,2862.53
680,480,115,0.128706,222.474,0.592,0.1,2086.88
560,600,116,0.157877,308.347,0.7,0.204,2812.11
960,360,117,0.0618765,60.5324,0.228,0.008,116.224
880,680,118,0.0943872,126.563,0.492,0.008,286.696
80,120,119,0.0870368,112.056,0.452,0.004,818.801
720,880,120,0.104565,142.636,0.5,0.024,698.677
680,80,121,0.0744063,83.76,0.344,0.012,177.029
880,520,122,0.0907466,156.135,0.412,0.008,257.856
400,320,123,0.146569,277.228,0.692,0.156,2886.31
480,280,124,0.131771,236.062,0.6,0.096,2470.92
320,240,125,0.127331,226.373,0.608,0.056,2352.39
80,640,126,0.145989,322.855,0.672,0.164,2024.1
160,800,127,0.146119,286.647,0.636,0.144,1892.68
920,200,128,0.0570804,58.5466,0.116,0.008,82.1735
880,360,129,0.0829072,117.234,0.412,0.02,225.976
760,480,130,0.11248,164.373,0.584,0.04,364.215
200,720,131,0.160164,322.93,0.772,0.22,2519.3
360,40,132,0.0883917,129.45,0.44,0.008,1054.5
280,160,133,0.112606,195.841,0.576,0.032,1664.55
920,400,134,0.0805425,88.5553,0.4,0.004,202.842
80,280,135,0.115692,232.193,0.58,0.048,1677.25
360,560,136,0.17041,353.066,0.828,0.276,3208.95
160,160,137,0.102703,154.465,0.52,0.012,1301.08
200,80,138,0.0927693,127.748,0.5,0,1042.56
40,800,139,0.130965,254.724,0.6,0.072,1230.91
680,360,140,0.117474,191.359,0.624,0.048,430.919
880,880,141,0.0776443,97.176,0.368,0.004,175.259
680,200,142,0.0952046,136.766,0.496,0,284.034
240,440,143,0.15697,312.591,0.7,0.216,3042.04
760,520,144,0.116771,183.095,0.592,0.044,1571.82
640,520,145,0.138837,248.571,0.644,0.132,2396.51
120,920,146,0.121496,205.435,0.608,0.052,872.927
600,480,147,0.1465,284.21,0.636,0.168,2566.53
840,320,148,0.0845855,110.568,0.396,0.012,226.4
320,800,149,0.154108,362.695,0.728,0.208,2358.51
520,840,150,0.142625,266.759,0.68,0.136,1834.42
280,920,151,0.135248,269.222,0.592,0.128,1385.12
40,720,152,0.13433,237.976,0.656,0.112,1547.64
720,360,153,0.111074,181.26,0.536,0.032,360.993
40,760,154,0.129941,218.606,0.62,0.1,1326.92
600,200,155,0.106079,173.485,0.524,0.004,339.172
440,40,156,0.0848282,114.432,0.416,0.012,241.54
600,240,157,0.112756,176.577,0.58,0.032,376.355
400,480,158,0.167191,358.377,0.816,0.24,3259.06
160,960,159,0.116203,197.216,0.552,0.06,681.838
40,840,160,0.121099,200.342,0.608,0.056,940.086
440,480,161,0.163442,314.994,0.804,0.232,3282.39
680,640,162,0.131556,213.294,0.652,0.112,1907.15
280,840,163,0.153323,296.36,0.68,0.176,1890.22
440,640,164,0.171229,360.975,0.8,0.272,3355.22
440,840,165,0.151999,290.883,0.732,0.176,2030.1
600,520,166,0.153486,322.873,0.688,0.176,2693.63
160,880,167,0.134103,229.348,0.624,0.104,1316.88
240,40,168,0.0834382,113.157,0.408,0.004,909.922
160,280,169,0.126954,257.286,0.632,0.068,2116.87
480,400,170,0.15218,283.29,0.712,0.188,3035.85
280,200,171,0.11286,172.252,0.52,0.052,1814.66
440,200,172,0.114651,184.992,0.58,0.048,2033.63
160,240,173,0.11659,207.056,0.512,0.048,1861.08
640,880,174,0.116644,193.152,0.528,0.052,1032.51
640,80,175,0.0843161,121.647,0.424,0.016,215.177
800,600,176,0.110072,176.581,0.544,0.028,1349.82
560,920,177,0.121988,196.711,0.58,0.056,1055.27
640,40,178,0.0698129,72.4488,0.26,0.008,154.137
800,280,179,0.087197,112.026,0.42,0,240.918
360,800,180,0.157804,300.799,0.72,0.2,2330.4
880,120,181,0.0529459,47.7323,0.108,0.004,74.0294
360,280,182,0.137918,267.594,0.58,0.132,2576.71
40,240,183,0.10277,155.443,0.5,0.004,1280.37
360,160,184,0.11138,173.186,0.584,0.032,1801.81
600,360,185,0.13279,233.196,0.604,0.112,2435.72
480,40,186,0.0882825,110.245,0.428,0.008,267.178
760,720,187,0.112364,176.75,0.56,0.044,1211.7
560,360,188,0.136732,257.226,0.62,0.128,2410.85
160,40,189,0.0835628,107.171,0.392,0.012,744.883
920,800,190,0.0772159,90.002,0.368,0.016,181.62
240,360,191,0.148953,281.29,0.676,0.18,2805.02
560,80,192,0.0883293,106.643,0.424,0.004,249.706
440,400,193,0.157453,285.614,0.716,0.216,3116.66
760,160,194,0.0745848,97.5329,0.304,0.012,164.355
400,400,195,0.16035,328.873,0.74,0.212,3327.32
960,40,196,0.056191,55.2287,0.14,0.008,72.3371
720,400,197,0.111665,184.932,0.516,0.04,411.317
