x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
40,40,0,0.0650279,72.6157,0.292,0.04,359.125
520,920,1,0.126328,220.993,0.512,0.108,1049.29
720,160,2,0.085439,109.692,0.468,0.076,232.635
680,200,3,0.0961814,154.702,0.468,0.044,269.866
840,560,4,0.100828,151.676,0.528,0.048,331.862
160,440,5,0.154865,306.04,0.656,0.208,2157.16
440,40,6,0.0852784,110.673,0.464,0.056,169.799
800,120,7,0.0637071,63.7044,0.268,0.064,137.456
840,480,8,0.0983149,137.384,0.444,0.052,289.701
600,840,9,0.131778,233.07,0.596,0.12,1427.2
