x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
120,160,0,0.0995237,154.797,0.484,0.008,1210.33
680,720,1,0.127057,274.101,0.608,0.108,1720.21
520,280,2,0.131656,246.701,0.616,0.084,2438.17
80,280,3,0.115692,232.193,0.58,0.048,1677.25
760,120,4,0.0735283,85.3893,0.28,0.004,159.726
360,280,5,0.137918,267.594,0.58,0.132,2576.71
480,440,6,0.157296,341.96,0.696,0.208,3220.22
360,400,7,0.158617,319.024,0.74,0.212,3065.88
40,640,8,0.139817,285.562,0.648,0.14,1854.58
200,600,9,0.161688,329.944,0.724,0.244,2791.56
