x,y,z,name,phi,kx,facies,ntg,prod
120,600,0.0,0,0.0752018,53.1902,2.0,0,0.0587036213924
120,600,6.0,0,0.0785998,78.0521,2.0,0,0.0613561569322
120,600,12.0,0,0.08023,52.2964,2.0,0,0.0626286797395
120,600,18.0,0,0.0605495,55.0955,2.0,0,0.0472657852679
120,600,24.0,0,0.0617265,52.8892,2.0,0,0.0481845463453
120,600,30.0,0,0.0606654,55.0237,2.0,0,0.0473562909315
120,600,36.0,0,0.0611874,119.295,2.0,0,0.0477637205862
120,600,42.0,0,0.0834038,54.2857,2.0,0,0.0651062125949
120,600,48.0,0,0.0621364,49.3862,2.0,0,0.0485045561753
120,600,54.0,0,0.0583354,53.6514,2.0,0,0.0455374644825
120,600,60.0,0,0.0616493,53.6514,2.0,0,0.0481243105116
120,600,66.0,0,0.0577954,53.6514,2.0,0,0.045115908475
120,600,72.0,0,0.0859746,53.6514,2.0,0,0.0671130221083
120,600,78.0,0,0.0671448,53.6514,2.0,0,0.0524142079869
120,600,84.0,0,0.0582226,53.6514,2.0,1,0.0454494059897
120,600,90.0,0,0.0525075,53.6514,2.0,0,0.0409881197532
120,600,96.0,0,0.0206896,53.6514,2.0,0,0.0161505954346
120,600,102.0,0,0.0878395,49.3862,2.0,0,0.068568733905
120,600,108.0,0,0.0220053,147.702,2.0,0,0.0171776131038
120,600,114.0,0,0.0230355,49.3862,2.0,0,0.0179818688598
120,600,120.0,0,0.0778139,109.99,2.0,0,0.0607426675062
120,600,126.0,0,0.0700693,53.6514,2.0,1,0.0546970635429
120,600,132.0,0,0.0897538,53.6514,2.0,0,0.0700630689649
120,600,138.0,0,0.0660697,53.6514,2.0,0,0.0515749576739
120,600,144.0,0,0.0784082,53.6514,2.0,0,0.0612065648821
120,600,150.0,0,0.0726101,53.6514,2.0,0,0.0566804528553
120,600,156.0,0,0.0901011,102.541,2.0,0,0.0703342211801
120,600,162.0,0,0.10024,107.442,2.0,1,0.0782489933578
120,600,168.0,0,0.104249,105.651,2.0,1,0.0813783579667
120,600,174.0,0,0.103581,100.878,2.0,1,0.0808569258938
120,600,180.0,0,0.0990622,110.588,2.0,0,0.0773293695615
120,600,186.0,0,0.111253,105.223,4.0,1,0.0868460013024
120,600,192.0,0,0.111458,117.901,2.0,1,0.0870053413619
120,600,198.0,0,0.0710239,128.802,2.0,0,0.0554422360632
120,600,204.0,0,0.0831494,260.478,2.0,0,0.064907596386
120,600,210.0,0,0.0544845,138.121,2.0,0,0.0425314013532
120,600,216.0,0,0.0266997,140.858,2.0,0,0.0208421619141
120,600,222.0,0,0.123814,144.158,2.0,0,0.0966507111424
120,600,228.0,0,0.0679163,148.196,2.0,0,0.0530164219157
120,600,234.0,0,0.0983451,153.696,2.0,0,0.0767695560487
120,600,240.0,0,0.127313,156.297,2.0,1,0.0993827151477
120,600,246.0,0,0.127275,146.531,2.0,0,0.0993527159386
120,600,252.0,0,0.133167,150.032,2.0,1,0.103952156539
120,600,258.0,0,0.112193,174.696,2.0,1,0.0875795919761
120,600,264.0,0,0.108907,157.835,3.0,1,0.0850140083216
120,600,270.0,0,0.111869,160.914,2.0,1,0.0873266068313
120,600,276.0,0,0.110407,150.683,2.0,1,0.0861853877203
120,600,282.0,0,0.142372,187.503,2.0,0,0.111137283098
120,600,288.0,0,0.111039,201.734,2.0,1,0.0866782681499
120,600,294.0,0,0.111177,216.176,2.0,1,0.0867860818958
120,600,300.0,0,0.109148,220.323,3.0,1,0.0852022026227
120,600,306.0,0,0.183566,393.46,3.0,1,0.143294385637
120,600,312.0,0,0.201328,474.452,3.0,1,0.157159822518
120,600,318.0,0,0.197659,450.924,3.0,1,0.154295036575
120,600,324.0,0,0.197467,432.43,3.0,1,0.154145560191
120,600,330.0,0,0.21338,460.266,3.0,1,0.166567260459
120,600,336.0,0,0.201724,469.595,3.0,1,0.157468701331
120,600,342.0,0,0.202595,442.644,3.0,1,0.158148242555
120,600,348.0,0,0.204176,444.552,3.0,1,0.159382621802
120,600,354.0,0,0.202604,449.468,3.0,1,0.15815561312
120,600,360.0,0,0.210091,413.985,3.0,1,0.164000116547
120,600,366.0,0,0.171701,441.814,3.0,1,0.134032530946
120,600,372.0,0,0.204865,443.754,3.0,1,0.159920841369
120,600,378.0,0,0.197963,460.32,3.0,1,0.154532637852
120,600,384.0,0,0.196596,451.142,3.0,1,0.153465306552
120,600,390.0,0,0.193778,437.958,3.0,1,0.151265958274
120,600,396.0,0,0.207606,472.918,3.0,1,0.16206005088
120,600,402.0,0,0.20553,470.163,3.0,1,0.160439418227
120,600,408.0,0,0.1787,432.633,3.0,1,0.13949551316
120,600,414.0,0,0.1866,448.457,3.0,1,0.145662263177
120,600,420.0,0,0.185346,463.926,3.0,1,0.144683876055
120,600,426.0,0,0.207679,445.234,3.0,1,0.162117493796
120,600,432.0,0,0.206957,474.831,3.0,1,0.161553402286
120,600,438.0,0,0.207597,467.42,3.0,1,0.162053322845
120,600,444.0,0,0.201888,466.557,3.0,1,0.157596455203
120,600,450.0,0,0.204802,491.167,3.0,1,0.159871664374
120,600,456.0,0,0.197467,450.379,3.0,1,0.154145193682
