x,y,name,avg_phi,avg_kx,avg_net,facies_4,total_prod
480,640,0,0.167278,338.273,0.692,0.216,3238.52
200,440,1,0.154177,333.996,0.716,0.22,2942.02
400,760,2,0.168236,339.72,0.66,0.216,2265.43
480,600,3,0.16725,388.159,0.668,0.252,2959.01
400,520,4,0.167621,380.998,0.656,0.264,3139.9
800,400,5,0.100433,144.651,0.54,0.1,309.677
320,280,6,0.137059,258.135,0.636,0.172,2173.48
880,320,7,0.0810874,104.113,0.452,0.092,214.067
200,840,8,0.144077,242.027,0.608,0.192,1791.86
400,160,9,0.109702,195.452,0.528,0.132,1622.72
80,720,10,0.142531,311.68,0.62,0.168,1388.48
960,120,11,0.0586802,52.6668,0.272,0.088,70.3262
400,320,12,0.14231,265.019,0.58,0.212,2740.94
760,600,13,0.114256,168.219,0.58,0.124,1210.64
600,440,14,0.14016,255.244,0.592,0.164,2148.28
960,600,15,0.0757508,90.7985,0.428,0.128,198.09
920,360,16,0.0709974,76.6571,0.372,0.112,166.938
480,520,17,0.165788,382.032,0.72,0.208,3200.64
840,360,18,0.0840754,115.925,0.452,0.104,255.935
760,960,19,0.0896132,133.52,0.488,0.088,234.008
520,640,20,0.160691,339.428,0.632,0.252,2943.02
440,560,21,0.166928,345.736,0.684,0.232,2911.13
400,200,22,0.1144,188.385,0.492,0.12,1705.73
640,600,23,0.144064,263.978,0.628,0.228,2216.48
240,880,24,0.140821,249.498,0.58,0.184,1322.39
280,760,25,0.159985,326.097,0.704,0.204,1753.9
680,40,26,0.0657144,62.3585,0.308,0.1,164.453
960,560,27,0.0840245,114.152,0.408,0.12,159.952
40,320,28,0.116426,187.325,0.556,0.1,1319.26
240,280,29,0.134661,263.724,0.604,0.184,2073.38
160,880,30,0.131842,244.172,0.536,0.14,1349.29
480,280,31,0.12952,230.272,0.596,0.132,2157.05
160,40,32,0.0780609,94.8201,0.412,0.084,587.886
520,960,33,0.1186,186.265,0.544,0.144,800.462
40,880,34,0.114952,191.939,0.52,0.124,678.331
80,480,35,0.142526,254.475,0.568,0.18,2392.6
440,880,36,0.143636,284.334,0.556,0.192,1695.36
560,920,37,0.124225,205.64,0.588,0.136,988.425
120,400,38,0.140437,234.053,0.664,0.192,2105.31
240,960,39,0.128267,218.877,0.596,0.136,833.621
800,360,40,0.0978582,159.527,0.472,0.12,337.599
680,680,41,0.133348,230.162,0.56,0.188,1351.8
280,640,42,0.169199,393.277,0.668,0.304,2724.26
80,240,43,0.108232,167.406,0.492,0.096,1440.17
920,520,44,0.083506,104.733,0.472,0.128,222.228
240,480,45,0.163582,324.506,0.704,0.256,2921.4
920,440,46,0.0792778,96.5065,0.416,0.096,235.474
240,40,47,0.081901,107.042,0.424,0.116,674.282
960,720,48,0.0713814,72.6045,0.304,0.08,195.68
760,680,49,0.116199,204.679,0.536,0.14,1088.1
520,200,50,0.111304,180.954,0.548,0.128,1411.28
200,640,51,0.161685,292.293,0.692,0.212,2523.81
160,520,52,0.161043,335.754,0.64,0.228,2122.77
720,160,53,0.0862799,146.313,0.456,0.092,283.868
120,840,54,0.13616,255.58,0.644,0.164,1180.97
680,560,55,0.142563,320.433,0.56,0.144,1714.91
120,920,56,0.126319,217.722,0.592,0.136,624.126
840,960,57,0.0792283,101.507,0.376,0.104,209.151
720,760,58,0.114907,171.235,0.484,0.144,1272.16
680,160,59,0.0879624,120.816,0.476,0.16,253.313
840,320,60,0.0861996,107.935,0.468,0.112,254.293
960,160,61,0.0533046,41.9648,0.24,0.096,86.0899
800,80,62,0.057671,61.0616,0.268,0.104,77.6662
800,520,63,0.106989,160.472,0.516,0.104,411.659
440,640,64,0.169052,331.059,0.688,0.28,2282.9
400,240,65,0.127309,205.101,0.62,0.108,1794.08
920,480,66,0.0802692,91.3133,0.416,0.128,145.716
640,760,67,0.134128,242.261,0.576,0.164,1707.15
600,800,68,0.137246,242.16,0.58,0.176,1607.44
600,600,69,0.152666,335.718,0.544,0.228,2717.4
720,80,70,0.0704057,82.3027,0.32,0.068,186.402
400,120,71,0.104144,159.423,0.54,0.08,1200.22
760,200,72,0.0857301,105.223,0.46,0.104,243.807
280,240,73,0.128047,226.931,0.584,0.124,1582.27
40,240,74,0.105466,159.996,0.504,0.084,1353.37
560,80,75,0.0871317,125.473,0.5,0.108,247.745
720,880,76,0.104982,149.655,0.516,0.136,619.106
840,720,77,0.0957432,149.009,0.472,0.096,767.625
880,480,78,0.0919712,123.325,0.528,0.092,200.791
680,920,79,0.106545,169.19,0.512,0.088,663.027
200,240,80,0.121775,193.976,0.556,0.14,1380.24
360,120,81,0.102174,137.295,0.54,0.108,1559.7
280,880,82,0.143088,268.073,0.612,0.188,1753.05
880,200,83,0.0602017,59.2739,0.304,0.12,86.5412
920,920,84,0.0651028,73.1172,0.332,0.128,107.197
560,360,85,0.135773,260.398,0.62,0.16,1825.28
160,320,86,0.132787,271.353,0.556,0.12,2343.69
800,280,87,0.0892429,111.639,0.496,0.1,284.571
160,120,88,0.0980289,141.881,0.472,0.104,1177.2
480,120,89,0.0994491,149.621,0.484,0.096,284.994
480,840,90,0.147512,278.178,0.648,0.192,1684.58
920,640,91,0.0829085,117.744,0.472,0.104,245.36
800,160,92,0.0685975,68.9805,0.332,0.096,224.281
840,480,93,0.101629,138.225,0.484,0.1,275.324
960,520,94,0.0748532,109.102,0.416,0.084,209.91
360,640,95,0.173897,395.063,0.676,0.248,2990.24
40,680,96,0.136721,261.11,0.628,0.152,1783.58
40,280,97,0.109178,160.862,0.508,0.116,1076.29
680,120,98,0.0775578,105.016,0.38,0.092,278.574
40,720,99,0.134292,259.855,0.592,0.136,1605.43
520,520,100,0.158728,314.544,0.64,0.268,3065.47
720,520,101,0.122416,219.302,0.556,0.132,1617.71
480,480,102,0.164943,332.807,0.648,0.212,3255.95
400,720,103,0.167722,315.915,0.712,0.264,2314.16
280,960,104,0.128526,234.573,0.568,0.108,878.83
760,160,105,0.0773985,84.8929,0.42,0.088,236.651
800,560,106,0.1096,178.343,0.544,0.116,261.504
80,640,107,0.146019,278.249,0.572,0.212,1609.84
440,240,108,0.126681,211.294,0.56,0.104,1713.86
160,280,109,0.12924,261.728,0.588,0.116,1821.32
840,520,110,0.101912,155.225,0.512,0.132,369.213
920,400,111,0.0759194,82.3587,0.432,0.08,178.955
520,840,112,0.141588,284.377,0.628,0.184,1898.68
640,840,113,0.123436,228.824,0.544,0.188,1417.34
80,520,114,0.145055,287.309,0.588,0.176,2102.16
800,680,115,0.104756,162.27,0.5,0.124,980.699
280,280,116,0.134056,248.851,0.584,0.18,2425.59
880,400,117,0.0833235,115.818,0.412,0.096,252.283
640,160,118,0.0896509,134.086,0.488,0.12,242.634
80,840,119,0.127319,214.953,0.568,0.14,1211.84
640,440,120,0.134334,265.216,0.552,0.188,2379.64
360,720,121,0.16804,360.605,0.66,0.252,2507.43
480,440,122,0.159498,308.988,0.672,0.244,2230.94
440,720,123,0.166803,355.233,0.672,0.212,2052.34
720,120,124,0.0739089,73.2137,0.392,0.096,136.688
480,320,125,0.137298,248.138,0.56,0.172,2764.74
480,40,126,0.0835737,101.815,0.448,0.136,199.9
680,360,127,0.118277,190.069,0.54,0.116,474.011
920,880,128,0.0678099,72.8817,0.344,0.092,187.217
360,840,129,0.149302,312.326,0.656,0.236,1591.21
400,80,130,0.0930964,133.778,0.552,0.072,1038.48
680,840,131,0.116441,194.401,0.544,0.124,1156.4
240,200,132,0.118368,198.908,0.536,0.148,1802.24
240,360,133,0.148036,283.844,0.632,0.204,2108
520,240,134,0.117812,191.043,0.544,0.14,2184.98
400,800,135,0.156729,319.234,0.644,0.212,1993.75
880,600,136,0.0928423,122.764,0.492,0.092,301.748
120,440,137,0.147488,283.932,0.64,0.188,2575.05
680,520,138,0.134709,248.954,0.592,0.176,1964.39
120,520,139,0.154496,258.631,0.624,0.188,2149.29
160,760,140,0.147709,307.506,0.624,0.204,1395.53
160,200,141,0.106215,168.419,0.54,0.128,1219.61
360,760,142,0.165545,375.481,0.632,0.256,2838.84
120,280,143,0.120205,193.741,0.568,0.112,1934.09
640,120,144,0.0867523,102.503,0.408,0.084,219.642
200,40,145,0.0825951,99.0903,0.476,0.12,629.712
160,240,146,0.117725,194.597,0.528,0.092,1846.79
840,560,147,0.100058,156.577,0.504,0.104,281.039
880,160,148,0.0570065,61.2231,0.272,0.06,120.506
